State,County,Year,Population,Violent Crime,Property Crime,Violent Crime Rate,Property Crime Rate
Texas,Brazoria,2020,373490.0,234.0,1186.0,62.65,317.55
Texas,Brazos,2020,234527.0,29.0,289.0,12.37,123.23
Texas,Burleson,2020,17679.0,15.0,112.0,84.85,633.52
Texas,Caldwell,2020,45945.0,17.0,96.0,37.0,208.95
Texas,Callahan,2020,13748.0,12.0,40.0,87.29,290.95
Texas,Cameron,2020,421504.0,182.0,804.0,43.18,190.75
Texas,Carson,2020,5795.0,12.0,15.0,207.08,258.84
Texas,Chambers,2020,46992.0,120.0,576.0,255.36,1225.74
Texas,Collin,2020,1075512.0,72.0,302.0,6.69,28.08
Texas,Comal,2020,163608.0,138.0,609.0,84.35,372.23
Texas,Coryell,2020,83102.0,21.0,111.0,25.27,133.57
Texas,Crosby,2020,5096.0,3.0,27.0,58.87,529.83
Texas,Dallas,2020,2610802.0,44.0,213.0,1.69,8.16
Texas,Denton,2020,914517.0,82.0,450.0,8.97,49.21
Texas,Ector,2020,165491.0,149.0,1874.0,90.04,1132.39
Texas,El Paso,2020,866582.0,350.0,590.0,40.39,68.08
Texas,Fort Bend,2020,830347.0,1003.0,4689.0,120.79,564.7
Texas,Goliad,2020,7021.0,22.0,98.0,313.35,1395.81
Texas,Grayson,2020,136157.0,47.0,334.0,34.52,245.31
Texas,Gregg,2020,124315.0,82.0,407.0,65.96,327.39
Texas,Guadalupe,2020,173722.0,86.0,442.0,49.5,254.43
Texas,Hardin,2020,56357.0,29.0,249.0,51.46,441.83
Texas,Harris,2020,4734060.0,8813.0,43757.0,186.16,924.3
Texas,Harrison,2020,68798.0,94.0,464.0,136.63,674.44
Texas,Hays,2020,243984.0,120.0,772.0,49.18,316.41
Texas,Hidalgo,2020,872753.0,482.0,2952.0,55.23,338.24
Texas,Hudspeth,2020,3189.0,2.0,15.0,62.72,470.37
Texas,Hunt,2020,100260.0,336.0,494.0,335.13,492.72
Texas,Irion,2020,1506.0,1.0,13.0,66.4,863.21
Texas,Johnson,2020,180955.0,188.0,643.0,103.89,355.34
Texas,Jones,2020,19667.0,6.0,41.0,30.51,208.47
Texas,Kaufman,2020,147165.0,106.0,665.0,72.03,451.87
Texas,Kendall,2020,44568.0,25.0,116.0,56.09,260.28
Texas,Lampasas,2020,21704.0,12.0,114.0,55.29,525.25
Texas,Liberty,2020,92471.0,248.0,712.0,268.19,769.97
Texas,Lubbock,2020,311589.0,63.0,491.0,20.22,157.58
Texas,Lynn,2020,5609.0,3.0,14.0,53.49,249.6
Texas,Martin,2020,5259.0,6.0,67.0,114.09,1274.01
Texas,McLennan,2020,261189.0,81.0,612.0,31.01,234.31
Texas,Medina,2020,51058.0,69.0,335.0,135.14,656.12
Texas,Midland,2020,170722.0,107.0,768.0,62.67,449.85
Texas,Nueces,2020,353554.0,66.0,135.0,18.67,38.18
Texas,Oldham,2020,1766.0,2.0,14.0,113.25,792.75
Texas,Orange,2020,84759.0,77.0,503.0,90.85,593.45
Texas,Potter,2020,118353.0,24.0,216.0,20.28,182.5
Texas,Randall,2020,141255.0,56.0,285.0,39.64,201.76
Texas,Robertson,2020,16767.0,6.0,114.0,35.78,679.91
Texas,Rockwall,2020,109199.0,14.0,64.0,12.82,58.61
Texas,Rusk,2020,52255.0,65.0,541.0,124.39,1035.31
Texas,San Patricio,2020,68839.0,34.0,143.0,49.39,207.73
Texas,Smith,2020,234205.0,366.0,1462.0,156.27,624.24
Texas,Sterling,2020,1383.0,4.0,16.0,289.23,1156.91
Texas,Tarrant,2020,2116194.0,147.0,800.0,6.95,37.8
Texas,Taylor,2020,143484.0,48.0,95.0,33.45,66.21
Texas,Tom Green,2020,120185.0,33.0,181.0,27.46,150.6
Texas,Travis,2020,1296572.0,761.0,3474.0,58.69,267.94
Texas,Upshur,2020,41044.0,53.0,286.0,129.13,696.81
Texas,Victoria,2020,91299.0,116.0,284.0,127.06,311.07
Texas,Waller,2020,57294.0,60.0,286.0,104.72,499.18
Texas,Webb,2020,267336.0,64.0,239.0,23.94,89.4
Texas,Wichita,2020,129611.0,52.0,118.0,40.12,91.04
Texas,Williamson,2020,615611.0,170.0,1850.0,27.61,300.51
Texas,Wilson,2020,50051.0,16.0,174.0,31.97,347.65
Texas,Wise,2020,68931.0,92.0,342.0,133.47,496.15
Texas,Anderson,2020,57941.0,32.0,359.0,55.23,619.6
Texas,Andrews,2020,18616.0,11.0,150.0,59.09,805.76
Texas,Angelina,2020,86496.0,109.0,517.0,126.02,597.72
Texas,Aransas,2020,23930.0,60.0,224.0,250.73,936.06
Texas,Bailey,2020,6869.0,0.0,25.0,0.0,363.95
Texas,Blanco,2020,11451.0,25.0,57.0,218.32,497.77
Texas,Borden,2020,643.0,0.0,10.0,0.0,1555.21
Texas,Bosque,2020,18255.0,6.0,67.0,32.87,367.02
Texas,Brewster,2020,9561.0,4.0,18.0,41.84,188.26
Texas,Briscoe,2020,1420.0,1.0,5.0,70.42,352.11
Texas,Brooks,2020,7095.0,1.0,3.0,14.09,42.28
Texas,Brown,2020,38056.0,37.0,229.0,97.23,601.74
Texas,Burnet,2020,49480.0,52.0,237.0,105.09,478.98
Texas,Calhoun,2020,20064.0,20.0,87.0,99.68,433.61
Texas,Camp,2020,12429.0,18.0,66.0,144.82,531.02
Texas,Cass,2020,28441.0,19.0,192.0,66.8,675.08
Texas,Castro,2020,7324.0,3.0,24.0,40.96,327.69
Texas,Cherokee,2020,50619.0,49.0,441.0,96.8,871.21
Texas,Coke,2020,3321.0,3.0,18.0,90.33,542.01
Texas,Colorado,2020,20641.0,11.0,131.0,53.29,634.66
Texas,Comanche,2020,13635.0,10.0,55.0,73.34,403.37
Texas,Cooke,2020,41751.0,25.0,124.0,59.88,297.0
Texas,Crane,2020,4671.0,3.0,10.0,64.23,214.09
Texas,Crockett,2020,3095.0,3.0,9.0,96.93,290.79
Texas,Dallam,2020,7137.0,3.0,13.0,42.03,182.15
Texas,Dawson,2020,12474.0,5.0,61.0,40.08,489.02
Texas,Deaf Smith,2020,18533.0,3.0,55.0,16.19,296.77
Texas,Delta,2020,5221.0,2.0,13.0,38.31,248.99
Texas,Dimmit,2020,8584.0,9.0,114.0,104.85,1328.05
Texas,Donley,2020,3276.0,4.0,23.0,122.1,702.08
Texas,Duval,2020,9811.0,18.0,99.0,183.47,1009.07
Texas,Eastland,2020,17800.0,6.0,40.0,33.71,224.72
Texas,Erath,2020,42710.0,29.0,62.0,67.9,145.17
Texas,Fayette,2020,24511.0,23.0,107.0,93.84,436.54
Texas,Fisher,2020,3678.0,11.0,9.0,299.08,244.7
Texas,Floyd,2020,5369.0,3.0,32.0,55.88,596.01
Texas,Franklin,2020,10372.0,19.0,49.0,183.19,472.43
Texas,Freestone,2020,19439.0,23.0,82.0,118.32,421.83
Texas,Frio,2020,18406.0,10.0,63.0,54.33,342.28
Texas,Gaines,2020,21699.0,9.0,91.0,41.48,419.37
Texas,Garza,2020,5806.0,22.0,18.0,378.92,310.02
Texas,Gillespie,2020,26768.0,9.0,30.0,33.62,112.07
Texas,Glasscock,2020,1117.0,2.0,20.0,179.05,1790.51
Texas,Gonzales,2020,19670.0,24.0,99.0,122.01,503.3
Texas,Gray,2020,21197.0,8.0,47.0,37.74,221.73
Texas,Grimes,2020,29443.0,27.0,131.0,91.7,444.93
Texas,Hale,2020,32458.0,12.0,50.0,36.97,154.05
Texas,Hall,2020,2805.0,0.0,7.0,0.0,249.55
Texas,Hamilton,2020,8252.0,3.0,21.0,36.35,254.48
Texas,Hardeman,2020,3558.0,2.0,23.0,56.21,646.43
Texas,Hemphill,2020,3365.0,7.0,10.0,208.02,297.18
Texas,Henderson,2020,82400.0,130.0,436.0,157.77,529.13
Texas,Hill,2020,35965.0,31.0,265.0,86.19,736.83
Texas,Hockley,2020,21484.0,13.0,103.0,60.51,479.43
Texas,Hood,2020,62054.0,75.0,357.0,120.86,575.31
Texas,Hopkins,2020,36833.0,30.0,73.0,81.45,198.19
Texas,Houston,2020,22073.0,7.0,82.0,31.71,371.49
Texas,Hutchinson,2020,20569.0,12.0,75.0,58.34,364.63
Texas,Jack,2020,8484.0,10.0,36.0,117.87,424.33
Texas,Jackson,2020,14997.0,10.0,78.0,66.68,520.1
Texas,Jasper,2020,32921.0,76.0,390.0,230.86,1184.65
Texas,Jim Hogg,2020,4845.0,12.0,33.0,247.68,681.11
Texas,Jim Wells,2020,38888.0,84.0,250.0,216.0,642.87
Texas,Karnes,2020,14811.0,4.0,84.0,27.01,567.15
Texas,Kenedy,2020,349.0,2.0,10.0,573.07,2865.33
Texas,Kerr,2020,52696.0,40.0,173.0,75.91,328.3
Texas,Kinney,2020,3127.0,0.0,0.0,0.0,0.0
Texas,Kleberg,2020,30986.0,20.0,37.0,64.55,119.41
Texas,Lamar,2020,50131.0,22.0,158.0,43.89,315.17
Texas,Lamb,2020,13005.0,4.0,72.0,30.76,553.63
Texas,Lavaca,2020,20355.0,6.0,,29.48,
Texas,Lee,2020,17504.0,14.0,85.0,79.98,485.6
Texas,Leon,2020,15775.0,4.0,111.0,25.36,703.65
Texas,Llano,2020,21331.0,24.0,214.0,112.51,1003.23
Texas,Loving,2020,63.0,2.0,16.0,3174.6,25396.83
Texas,Madison,2020,13457.0,11.0,47.0,81.74,349.26
Texas,Marion,2020,9866.0,16.0,100.0,162.17,1013.58
Texas,Mason,2020,3970.0,3.0,9.0,75.57,226.7
Texas,Matagorda,2020,36287.0,70.0,272.0,192.91,749.58
Texas,Maverick,2020,57866.0,46.0,324.0,79.49,559.91
Texas,McCulloch,2020,7592.0,4.0,24.0,52.69,316.12
Texas,Menard,2020,1959.0,1.0,0.0,51.05,0.0
Texas,Milam,2020,24780.0,9.0,59.0,36.32,238.1
Texas,Mills,2020,4447.0,9.0,13.0,202.38,292.33
Texas,Mitchell,2020,9013.0,1.0,20.0,11.1,221.9
Texas,Montague,2020,20040.0,18.0,100.0,89.82,499.0
Texas,Moore,2020,21264.0,4.0,34.0,18.81,159.89
Texas,Morris,2020,11978.0,10.0,59.0,83.49,492.57
Texas,Nacogdoches,2020,64642.0,65.0,312.0,100.55,482.66
Texas,Navarro,2020,52843.0,58.0,325.0,109.76,615.03
Texas,Newton,2020,12163.0,20.0,79.0,164.43,649.51
Texas,Nolan,2020,14724.0,4.0,27.0,27.17,183.37
Texas,Palo Pinto,2020,28456.0,13.0,133.0,45.68,467.39
Texas,Panola,2020,22498.0,42.0,251.0,186.68,1115.65
Texas,Parmer,2020,9856.0,1.0,18.0,10.15,182.63
Texas,Pecos,2020,15188.0,0.0,100.0,0.0,658.41
Texas,Polk,2020,50464.0,80.0,,158.53,
Texas,Presidio,2020,6105.0,0.0,0.0,0.0,0.0
Texas,Rains,2020,12182.0,12.0,38.0,98.51,311.94
Texas,Reagan,2020,3423.0,8.0,24.0,233.71,701.14
Texas,Real,2020,2749.0,6.0,49.0,218.26,1782.47
Texas,Red River,2020,11564.0,30.0,66.0,259.43,570.74
Texas,Reeves,2020,14769.0,20.0,90.0,135.42,609.38
Texas,Refugio,2020,6742.0,2.0,30.0,29.66,444.97
Texas,Roberts,2020,824.0,0.0,1.0,0.0,121.36
Texas,Runnels,2020,9916.0,7.0,14.0,70.59,141.19
Texas,Sabine,2020,9896.0,15.0,58.0,151.58,586.1
Texas,San Augustine,2020,7923.0,13.0,53.0,164.08,668.94
Texas,San Jacinto,2020,27542.0,38.0,711.0,137.97,2581.51
Texas,San Saba,2020,5723.0,10.0,23.0,174.73,401.89
Texas,Schleicher,2020,2438.0,2.0,18.0,82.03,738.31
Texas,Shelby,2020,24042.0,33.0,183.0,137.26,761.17
Texas,Somervell,2020,9206.0,15.0,70.0,162.94,760.37
Texas,Starr,2020,65853.0,74.0,242.0,112.37,367.49
Texas,Sutton,2020,3361.0,3.0,2.0,89.26,59.51
Texas,Terry,2020,11792.0,4.0,44.0,33.92,373.13
Texas,Titus,2020,31298.0,41.0,176.0,131.0,562.34
Texas,Trinity,2020,13636.0,12.0,59.0,88.0,432.68
Texas,Tyler,2020,19824.0,34.0,171.0,171.51,862.59
Texas,Upton,2020,3301.0,4.0,16.0,121.18,484.7
Texas,Uvalde,2020,24565.0,28.0,70.0,113.98,284.96
Texas,Val Verde,2020,47597.0,41.0,107.0,86.14,224.8
Texas,Walker,2020,76562.0,58.0,183.0,75.76,239.02
Texas,Ward,2020,11679.0,13.0,146.0,111.31,1250.11
Texas,Washington,2020,35791.0,43.0,101.0,120.14,282.19
Texas,Wharton,2020,41581.0,57.0,283.0,137.08,680.6
Texas,Wheeler,2020,4976.0,3.0,12.0,60.29,241.16
Texas,Wilbarger,2020,12842.0,0.0,16.0,0.0,124.59
Texas,Willacy,2020,20125.0,13.0,60.0,64.6,298.14
Texas,Winkler,2020,7757.0,4.0,74.0,51.57,953.98
Texas,Yoakum,2020,7672.0,5.0,30.0,65.17,391.03
Texas,Zapata,2020,13875.0,16.0,108.0,115.32,778.38
Texas,Zavala,2020,9668.0,11.0,44.0,113.78,455.11
Utah,Box Elder,2020,57944.0,12.0,111.0,20.71,191.56
Utah,Cache,2020,133636.0,38.0,206.0,28.44,154.15
Utah,Davis,2020,363766.0,21.0,280.0,5.77,76.97
Utah,Juab,2020,11821.0,2.0,54.0,16.92,456.81
Utah,Salt Lake County Unified Police Department,2020,1187009.0,719.0,8901.0,60.57,749.87
Utah,Tooele,2020,73349.0,33.0,252.0,44.99,343.56
Utah,Utah,2020,663576.0,50.0,379.0,7.53,57.11
Utah,Washington,2020,182002.0,35.0,132.0,19.23,72.53
Utah,Weber,2020,262989.0,111.0,1004.0,42.21,381.77
Utah,Beaver,2020,7089.0,10.0,87.0,141.06,1227.25
Utah,Carbon,2020,20485.0,11.0,91.0,53.7,444.23
Utah,Duchesne,2020,19617.0,50.0,265.0,254.88,1350.87
Utah,Grand,2020,9683.0,13.0,88.0,134.26,908.81
Utah,Iron,2020,57703.0,20.0,110.0,34.66,190.63
Utah,Kane,2020,7697.0,18.0,20.0,233.86,259.84
Utah,Millard,2020,13053.0,40.0,184.0,306.44,1409.64
Utah,San Juan,2020,14521.0,5.0,51.0,34.43,351.22
Utah,Sevier,2020,21554.0,11.0,65.0,51.03,301.57
Utah,Summit,2020,42478.0,27.0,454.0,63.56,1068.79
Utah,Uintah,2020,35676.0,51.0,201.0,142.95,563.4
Utah,Wasatch,2020,35061.0,18.0,94.0,51.34,268.1
Vermont,Franklin,2020,50041.0,13.0,14.0,25.98,27.98
Vermont,Grand Isle,2020,7277.0,12.0,38.0,164.9,522.19
Vermont,Addison,2020,37362.0,0.0,1.0,0.0,2.68
Vermont,Bennington,2020,37318.0,1.0,5.0,2.68,13.4
Vermont,Essex,2020,5921.0,2.0,13.0,33.78,219.56
Vermont,Lamoille,2020,25927.0,4.0,34.0,15.43,131.14
Vermont,Orange,2020,29296.0,9.0,21.0,30.72,71.68
Vermont,Orleans,2020,27404.0,3.0,43.0,10.95,156.91
Vermont,Rutland,2020,60476.0,0.0,17.0,0.0,28.11
Vermont,Washington,2020,59766.0,0.0,0.0,0.0,0.0
Vermont,Windham,2020,45858.0,0.0,15.0,0.0,32.71
Vermont,Windsor,2020,57727.0,1.0,5.0,1.73,8.66
Virginia,Albemarle County Police Department,2020,112578.0,119.0,1296.0,105.7,1151.2
Virginia,Amelia,2020,13268.0,18.0,122.0,135.66,919.51
Virginia,Amherst,2020,31312.0,60.0,336.0,191.62,1073.07
Virginia,Appomattox,2020,16155.0,10.0,66.0,61.9,408.54
Virginia,Arlington County Police Department,2020,238825.0,371.0,3160.0,155.34,1323.14
Virginia,Augusta,2020,77586.0,122.0,774.0,157.24,997.6
Virginia,Bedford,2020,79590.0,86.0,444.0,108.05,557.86
Virginia,Botetourt,2020,33636.0,31.0,210.0,92.16,624.33
Virginia,Campbell,2020,55598.0,101.0,620.0,181.66,1115.15
Virginia,Charles City,2020,6747.0,11.0,34.0,163.04,503.93
Virginia,Chesterfield County Police Department,2020,365330.0,477.0,5008.0,130.57,1370.82
Virginia,Clarke,2020,14817.0,7.0,54.0,47.24,364.45
Virginia,Craig,2020,4876.0,1.0,40.0,20.51,820.34
Virginia,Culpeper,2020,52764.0,12.0,125.0,22.74,236.9
Virginia,Dinwiddie,2020,27886.0,70.0,258.0,251.02,925.2
Virginia,Fairfax County Police Department,2020,1148598.0,925.0,13575.0,80.53,1181.88
Virginia,Fairfax County Police Department,2020,24174.0,925.0,13575.0,3826.43,56155.37
Virginia,Fauquier,2020,73012.0,47.0,288.0,64.37,394.46
Virginia,Fluvanna,2020,27289.0,24.0,107.0,87.95,392.1
Virginia,Franklin,2020,54478.0,66.0,496.0,121.15,910.46
Virginia,Franklin,2020,8147.0,66.0,496.0,810.11,6088.13
Virginia,Frederick,2020,91891.0,73.0,880.0,79.44,957.66
Virginia,Giles,2020,16786.0,12.0,77.0,71.49,458.72
Virginia,Gloucester,2020,38723.0,27.0,479.0,69.73,1236.99
Virginia,Goochland,2020,24866.0,12.0,188.0,48.26,756.05
Virginia,Greene,2020,20601.0,20.0,190.0,97.08,922.29
Virginia,Hanover,2020,110211.0,174.0,778.0,157.88,705.92
Virginia,Henrico County Police Department,2020,334929.0,514.0,6947.0,153.47,2074.17
Virginia,Isle of Wight,2020,38711.0,42.0,192.0,108.5,495.98
Virginia,James City County Police Department,2020,,71.0,632.0,,
Virginia,King and Queen,2020,6585.0,7.0,40.0,106.3,607.44
Virginia,King William,2020,17916.0,17.0,71.0,94.89,396.29
Virginia,Loudoun,2020,422693.0,308.0,2122.0,72.87,502.02
Virginia,Madison,2020,13862.0,9.0,65.0,64.93,468.91
Virginia,Mathews,2020,8520.0,6.0,69.0,70.42,809.86
Virginia,Montgomery,2020,99593.0,77.0,273.0,77.31,274.12
Virginia,Nelson,2020,14737.0,36.0,205.0,244.28,1391.06
Virginia,New Kent,2020,23118.0,32.0,243.0,138.42,1051.13
Virginia,Powhatan,2020,30453.0,38.0,220.0,124.78,722.42
Virginia,Prince George County Police Department,2020,43076.0,119.0,412.0,276.26,956.45
Virginia,Prince William County Police Department,2020,482838.0,942.0,4636.0,195.1,960.16
Virginia,Pulaski,2020,33806.0,36.0,516.0,106.49,1526.36
Virginia,Rappahannock,2020,7322.0,7.0,30.0,95.6,409.72
Virginia,Roanoke County Police Department,2020,96958.0,194.0,1105.0,200.09,1139.67
Virginia,Roanoke County Police Department,2020,99903.0,194.0,1105.0,194.19,1106.07
Virginia,Rockingham,2020,83780.0,69.0,326.0,82.36,389.11
Virginia,Scott,2020,21595.0,37.0,233.0,171.34,1078.95
Virginia,Southampton,2020,17950.0,18.0,178.0,100.28,991.64
Virginia,Spotsylvania,2020,140611.0,150.0,780.0,106.68,554.72
Virginia,Stafford,2020,157763.0,307.0,1172.0,194.6,742.89
Virginia,Sussex,2020,10799.0,18.0,76.0,166.68,703.77
Virginia,Warren,2020,40796.0,19.0,263.0,46.57,644.67
Virginia,Washington,2020,53910.0,52.0,589.0,96.46,1092.56
Virginia,York,2020,70236.0,65.0,725.0,92.55,1032.23
Virginia,Accomack,2020,33400.0,105.0,303.0,314.37,907.19
Virginia,Alleghany,2020,15187.0,19.0,54.0,125.11,355.57
Virginia,Bath,2020,4185.0,1.0,18.0,23.89,430.11
Virginia,Bland,2020,6255.0,6.0,42.0,95.92,671.46
Virginia,Brunswick,2020,15824.0,9.0,101.0,56.88,638.27
Virginia,Buchanan,2020,20247.0,37.0,260.0,182.74,1284.14
Virginia,Buckingham,2020,16826.0,20.0,153.0,118.86,909.31
Virginia,Caroline,2020,30922.0,51.0,214.0,164.93,692.06
Virginia,Carroll,2020,29146.0,34.0,227.0,116.65,778.84
Virginia,Charlotte,2020,11538.0,13.0,136.0,112.67,1178.71
Virginia,Cumberland,2020,9680.0,22.0,42.0,227.27,433.88
Virginia,Dickenson,2020,14075.0,21.0,76.0,149.2,539.96
Virginia,Essex,2020,10597.0,13.0,21.0,122.68,198.17
Virginia,Floyd,2020,15469.0,18.0,61.0,116.36,394.34
Virginia,Grayson,2020,15282.0,11.0,131.0,71.98,857.22
Virginia,Greensville,2020,11387.0,13.0,62.0,114.17,544.48
Virginia,Halifax,2020,33939.0,21.0,217.0,61.88,639.38
Virginia,Henry,2020,50845.0,134.0,889.0,263.55,1748.45
Virginia,Highland,2020,2242.0,1.0,12.0,44.6,535.24
Virginia,King George,2020,26822.0,60.0,214.0,223.7,797.85
Virginia,Lancaster,2020,10899.0,40.0,47.0,367.01,431.23
Virginia,Lee,2020,22110.0,27.0,224.0,122.12,1013.12
Virginia,Louisa,2020,37785.0,39.0,328.0,103.22,868.07
Virginia,Lunenburg,2020,11949.0,13.0,33.0,108.8,276.17
Virginia,Mecklenburg,2020,30285.0,25.0,142.0,82.55,468.88
Virginia,Middlesex,2020,10609.0,18.0,94.0,169.67,886.04
Virginia,Northampton,2020,12217.0,23.0,60.0,188.26,491.12
Virginia,Northumberland,2020,11838.0,11.0,53.0,92.92,447.71
Virginia,Nottoway,2020,15642.0,22.0,85.0,140.65,543.41
Virginia,Orange,2020,36396.0,27.0,163.0,74.18,447.85
Virginia,Page,2020,23695.0,6.0,140.0,25.32,590.84
Virginia,Patrick,2020,17583.0,43.0,252.0,244.55,1433.2
Virginia,Pittsylvania,2020,60369.0,77.0,339.0,127.55,561.55
Virginia,Prince Edward,2020,21879.0,21.0,81.0,95.98,370.22
Virginia,Richmond,2020,8919.0,0.0,14.0,0.0,156.97
Virginia,Richmond,2020,226927.0,0.0,14.0,0.0,6.17
Virginia,Rockbridge,2020,22668.0,43.0,210.0,189.69,926.42
Virginia,Russell,2020,25761.0,23.0,140.0,89.28,543.46
Virginia,Shenandoah,2020,44258.0,46.0,224.0,103.94,506.12
Virginia,Smyth,2020,29780.0,19.0,153.0,63.8,513.77
Virginia,Surry,2020,6548.0,4.0,27.0,61.09,412.34
Virginia,Tazewell,2020,40407.0,37.0,302.0,91.57,747.4
Virginia,Westmoreland,2020,18513.0,20.0,89.0,108.03,480.74
Virginia,Wise,2020,36072.0,44.0,271.0,121.98,751.28
Virginia,Wythe,2020,28324.0,23.0,189.0,81.2,667.28
Washington,Asotin,2020,22327.0,22.0,157.0,98.54,703.18
Washington,Benton,2020,207408.0,99.0,646.0,47.73,311.46
Washington,Chelan,2020,79302.0,42.0,315.0,52.96,397.22
Washington,Clark,2020,505325.0,354.0,2861.0,70.05,566.17
Washington,Cowlitz,2020,111014.0,53.0,355.0,47.74,319.78
Washington,Douglas,2020,43033.0,20.0,276.0,46.48,641.37
Washington,Franklin,2020,97137.0,25.0,138.0,25.74,142.07
Washington,King,2020,2274304.0,563.0,3645.0,24.75,160.27
Washington,Kitsap,2020,275811.0,356.0,2448.0,129.07,887.56
Washington,Pierce,2020,923609.0,1096.0,7093.0,118.66,767.97
Washington,Skagit,2020,129885.0,71.0,817.0,54.66,629.02
Washington,Skamania,2020,12038.0,8.0,138.0,66.46,1146.37
Washington,Snohomish,2020,829901.0,504.0,4339.0,60.73,522.83
Washington,Spokane,2020,541144.0,202.0,2786.0,37.33,514.84
Washington,Stevens,2020,46585.0,31.0,350.0,66.55,751.31
Washington,Thurston,2020,296013.0,209.0,1484.0,70.61,501.33
Washington,Walla Walla,2020,62620.0,37.0,314.0,59.09,501.44
Washington,Whatcom,2020,227452.0,142.0,474.0,62.43,208.4
Washington,Yakima,2020,256716.0,168.0,1345.0,65.44,523.93
Washington,Adams,2020,20610.0,18.0,107.0,87.34,519.17
Washington,Clallam,2020,77356.0,80.0,546.0,103.42,705.83
Washington,Columbia,2020,3954.0,3.0,65.0,75.87,1643.9
Washington,Ferry,2020,7199.0,1.0,43.0,13.89,597.31
Washington,Garfield,2020,2296.0,17.0,20.0,740.42,871.08
Washington,Grant,2020,99446.0,101.0,876.0,101.56,880.88
Washington,Grays Harbor,2020,75866.0,30.0,229.0,39.54,301.85
Washington,Island,2020,87001.0,44.0,503.0,50.57,578.15
Washington,Jefferson,2020,33064.0,22.0,284.0,66.54,858.94
Washington,Kittitas,2020,46823.0,25.0,237.0,53.39,506.16
Washington,Klickitat,2020,22817.0,3.0,41.0,13.15,179.69
Washington,Lewis,2020,82551.0,67.0,387.0,81.16,468.8
Washington,Lincoln,2020,10926.0,8.0,125.0,73.22,1144.06
Washington,Mason,2020,66041.0,74.0,836.0,112.05,1265.88
Washington,Pacific,2020,23503.0,18.0,136.0,76.59,578.65
Washington,Pend Oreille,2020,13505.0,21.0,136.0,155.5,1007.03
Washington,San Juan,2020,17825.0,5.0,92.0,28.05,516.13
Washington,Wahkiakum,2020,4446.0,6.0,34.0,134.95,764.73
Washington,Whitman,2020,47816.0,15.0,64.0,31.37,133.85
West Virginia,Berkeley,2020,122693.0,77.0,49.0,62.76,39.94
West Virginia,Brooke,2020,22481.0,6.0,2.0,26.69,8.9
West Virginia,Cabell,2020,94245.0,40.0,447.0,42.44,474.3
West Virginia,Fayette,2020,40442.0,62.0,235.0,153.31,581.08
West Virginia,Hampshire,2020,23086.0,30.0,89.0,129.95,385.52
West Virginia,Hancock,2020,29040.0,8.0,2.0,27.55,6.89
West Virginia,Jackson,2020,27723.0,35.0,16.0,126.25,57.71
West Virginia,Jefferson,2020,57790.0,28.0,202.0,48.45,349.54
West Virginia,Kanawha,2020,180215.0,441.0,1228.0,244.71,681.41
West Virginia,Marshall,2020,30498.0,16.0,71.0,52.46,232.8
West Virginia,Mineral,2020,26892.0,14.0,54.0,52.06,200.8
West Virginia,Morgan,2020,17086.0,37.0,31.0,216.55,181.44
West Virginia,Preston,2020,34201.0,9.0,119.0,26.32,347.94
West Virginia,Raleigh,2020,74404.0,126.0,645.0,169.35,866.89
West Virginia,Wirt,2020,5187.0,12.0,35.0,231.35,674.76
West Virginia,Wood,2020,84153.0,105.0,323.0,124.77,383.82
West Virginia,Calhoun,2020,6203.0,2.0,11.0,32.24,177.33
West Virginia,Doddridge,2020,7785.0,12.0,41.0,154.14,526.65
West Virginia,Greenbrier,2020,32906.0,8.0,88.0,24.31,267.43
West Virginia,Hardy,2020,14241.0,24.0,9.0,168.53,63.2
West Virginia,Harrison,2020,65846.0,39.0,104.0,59.23,157.94
West Virginia,Lewis,2020,17021.0,11.0,6.0,64.63,35.25
West Virginia,Logan,2020,32514.0,91.0,2.0,279.88,6.15
West Virginia,McDowell,2020,18942.0,14.0,1.0,73.91,5.28
West Virginia,Mingo,2020,23489.0,5.0,6.0,21.29,25.54
West Virginia,Nicholas,2020,24559.0,173.0,10.0,704.43,40.72
West Virginia,Randolph,2020,27893.0,92.0,148.0,329.83,530.6
West Virginia,Upshur,2020,23820.0,8.0,5.0,33.59,20.99
West Virginia,Wetzel,2020,14404.0,20.0,23.0,138.85,159.68
West Virginia,Wyoming,2020,21322.0,90.0,80.0,422.1,375.2
Wisconsin,Brown,2020,268952.0,48.0,580.0,17.85,215.65
Wisconsin,Calumet,2020,52475.0,21.0,85.0,40.02,161.98
Wisconsin,Chippewa,2020,66334.0,40.0,268.0,60.3,404.02
Wisconsin,Columbia,2020,58534.0,26.0,235.0,44.42,401.48
Wisconsin,Dane,2020,562615.0,120.0,768.0,21.33,136.51
Wisconsin,Douglas,2020,44351.0,11.0,228.0,24.8,514.08
Wisconsin,Eau Claire,2020,105898.0,20.0,217.0,18.89,204.91
Wisconsin,Fond du Lac,2020,104159.0,23.0,162.0,22.08,155.53
Wisconsin,Green,2020,37039.0,3.0,68.0,8.1,183.59
Wisconsin,Iowa,2020,23716.0,16.0,34.0,67.47,143.36
Wisconsin,Kenosha,2020,169186.0,59.0,331.0,34.87,195.64
Wisconsin,Kewaunee,2020,20552.0,16.0,37.0,77.85,180.03
Wisconsin,La Crosse,2020,120955.0,34.0,134.0,28.11,110.79
Wisconsin,Lincoln,2020,28423.0,68.0,115.0,239.24,404.6
