State,County,Year,Population,Violent Crime,Property Crime,Violent Crime Rate,Property Crime Rate
Arkansas,Benton,2024,322001.0,111.0,247.0,34.47,76.71
Arkansas,Craighead,2024,116378.0,54.0,147.0,46.4,126.31
Arkansas,Crawford,2024,62256.0,70.0,219.0,112.44,351.77
Arkansas,Crittenden,2024,46789.0,135.0,216.0,288.53,461.65
Arkansas,Faulkner,2024,132167.0,88.0,419.0,66.58,317.02
Arkansas,Garland,2024,99910.0,322.0,919.0,322.29,919.83
Arkansas,Grant,2024,18597.0,44.0,111.0,236.6,596.87
Arkansas,Little River,2024,11699.0,29.0,62.0,247.88,529.96
Arkansas,Lonoke,2024,76390.0,129.0,335.0,168.87,438.54
Arkansas,Madison,2024,18062.0,73.0,97.0,404.16,537.04
Arkansas,Miller,2024,42360.0,44.0,115.0,103.87,271.48
Arkansas,Perry,2024,10271.0,23.0,80.0,223.93,778.89
Arkansas,Poinsett,2024,22318.0,51.0,81.0,228.52,362.94
Arkansas,Pulaski,2024,403394.0,448.0,1166.0,111.06,289.05
Arkansas,Saline,2024,131769.0,162.0,546.0,122.94,414.36
Arkansas,Sebastian,2024,130323.0,22.0,62.0,16.88,47.57
Arkansas,Washington,2024,267370.0,146.0,266.0,54.61,99.49
Arkansas,Arkansas,2024,16092.0,31.0,57.0,192.64,354.21
Arkansas,Ashley,2024,18024.0,5.0,92.0,27.74,510.43
Arkansas,Baxter,2024,42859.0,40.0,143.0,93.33,333.65
Arkansas,Boone,2024,38531.0,49.0,136.0,127.17,352.96
Arkansas,Bradley,2024,9997.0,17.0,46.0,170.05,460.14
Arkansas,Calhoun,2024,4677.0,14.0,23.0,299.34,491.77
Arkansas,Carroll,2024,29089.0,24.0,61.0,82.51,209.7
Arkansas,Chicot,2024,9322.0,2.0,54.0,21.45,579.27
Arkansas,Clark,2024,20952.0,12.0,31.0,57.27,147.96
Arkansas,Clay,2024,14078.0,35.0,28.0,248.61,198.89
Arkansas,Cleburne,2024,25641.0,140.0,257.0,546.0,1002.3
Arkansas,Cleveland,2024,7375.0,15.0,38.0,203.39,515.25
Arkansas,Columbia,2024,22014.0,29.0,48.0,131.73,218.04
Arkansas,Conway,2024,21388.0,47.0,113.0,219.75,528.33
Arkansas,Dallas,2024,6109.0,15.0,23.0,245.54,376.49
Arkansas,Desha,2024,10305.0,9.0,30.0,87.34,291.12
Arkansas,Drew,2024,16988.0,20.0,56.0,117.73,329.64
Arkansas,Franklin,2024,17602.0,40.0,61.0,227.25,346.55
Arkansas,Fulton,2024,12554.0,32.0,68.0,254.9,541.66
Arkansas,Greene,2024,47020.0,75.0,145.0,159.51,308.38
Arkansas,Hempstead,2024,19254.0,47.0,94.0,244.11,488.21
Arkansas,Howard,2024,12496.0,8.0,26.0,64.02,208.07
Arkansas,Independence,2024,38569.0,87.0,233.0,225.57,604.11
Arkansas,Izard,2024,14299.0,55.0,47.0,384.64,328.69
Arkansas,Jackson,2024,16638.0,23.0,58.0,138.24,348.6
Arkansas,Jefferson,2024,63605.0,76.0,321.0,119.49,504.68
Arkansas,Johnson,2024,26247.0,46.0,49.0,175.26,186.69
Arkansas,Lafayette,2024,6056.0,13.0,18.0,214.66,297.23
Arkansas,Lawrence,2024,16200.0,27.0,72.0,166.67,444.44
Arkansas,Lee,2024,8138.0,9.0,31.0,110.59,380.93
Arkansas,Lincoln,2024,12862.0,13.0,66.0,101.07,513.14
Arkansas,Logan,2024,21531.0,58.0,142.0,269.38,659.51
Arkansas,Marion,2024,17575.0,24.0,84.0,136.56,477.95
Arkansas,Mississippi,2024,38174.0,42.0,192.0,110.02,502.96
Arkansas,Monroe,2024,6369.0,7.0,26.0,109.91,408.23
Arkansas,Montgomery,2024,8555.0,15.0,11.0,175.34,128.58
Arkansas,Newton,2024,7042.0,18.0,38.0,255.61,539.62
Arkansas,Ouachita,2024,21856.0,39.0,124.0,178.44,567.35
Arkansas,Phillips,2024,14555.0,10.0,31.0,68.7,212.99
Arkansas,Pike,2024,10055.0,6.0,27.0,59.67,268.52
Arkansas,Polk,2024,19435.0,57.0,29.0,293.29,149.22
Arkansas,Pope,2024,64666.0,110.0,153.0,170.1,236.6
Arkansas,Prairie,2024,7963.0,38.0,40.0,477.21,502.32
Arkansas,Randolph,2024,18944.0,28.0,95.0,147.8,501.48
Arkansas,Scott,2024,9866.0,8.0,35.0,81.09,354.75
Arkansas,Searcy,2024,7844.0,23.0,21.0,293.22,267.72
Arkansas,Sevier,2024,15847.0,22.0,20.0,138.83,126.21
Arkansas,Sharp,2024,18102.0,35.0,79.0,193.35,436.42
Arkansas,Stone,2024,12731.0,29.0,56.0,227.79,439.87
Arkansas,Union,2024,37121.0,81.0,189.0,218.21,509.15
Arkansas,Van Buren,2024,16227.0,81.0,131.0,499.17,807.3
Arkansas,White,2024,79128.0,211.0,412.0,266.66,520.68
Arkansas,Woodruff,2024,5793.0,10.0,27.0,172.62,466.08
Arkansas,Yell,2024,20103.0,47.0,45.0,233.8,223.85
California,Alameda,2024,1636624.0,776.0,2182.0,47.41,133.32
California,Butte,2024,208586.0,362.0,652.0,173.55,312.58
California,Contra Costa,2024,1169534.0,479.0,2333.0,40.96,199.48
California,El Dorado,2024,192371.0,281.0,786.0,146.07,408.59
California,Fresno,2024,1033698.0,1174.0,2857.0,113.57,276.39
California,Imperial,2024,182771.0,108.0,267.0,59.09,146.08
California,Kern,2024,924648.0,3160.0,7085.0,341.75,766.24
California,Kings,2024,154119.0,154.0,401.0,99.92,260.19
California,Los Angeles,2024,9748868.0,5909.0,17982.0,60.61,184.45
California,Madera,2024,166132.0,338.0,980.0,203.45,589.89
California,Marin,2024,255704.0,79.0,403.0,30.9,157.6
California,Merced,2024,296807.0,365.0,1383.0,122.98,465.96
California,Monterey,2024,433447.0,394.0,712.0,90.9,164.26
California,Napa,2024,133115.0,74.0,158.0,55.59,118.69
California,Orange,2024,3158027.0,423.0,894.0,13.39,28.31
California,Placer,2024,434279.0,357.0,851.0,82.21,195.96
California,Riverside,2024,2529112.0,998.0,5963.0,39.46,235.77
California,Sacramento,2024,1609897.0,2825.0,8631.0,175.48,536.12
California,San Benito,2024,69085.0,62.0,133.0,89.74,192.52
California,San Bernardino,2024,2218764.0,1505.0,3474.0,67.83,156.57
California,San Diego,2024,3287542.0,1265.0,2453.0,38.48,74.62
California,San Joaquin,2024,817149.0,776.0,1849.0,94.96,226.27
California,San Luis Obispo,2024,282153.0,569.0,566.0,201.66,200.6
California,San Mateo,2024,740627.0,239.0,1630.0,32.27,220.08
California,Santa Barbara,2024,443081.0,298.0,941.0,67.26,212.38
California,Santa Clara,2024,1907910.0,274.0,1435.0,14.36,75.21
California,Santa Cruz,2024,261417.0,282.0,995.0,107.87,380.62
California,Shasta,2024,181392.0,272.0,517.0,149.95,285.02
California,Solano,2024,455076.0,125.0,396.0,27.47,87.02
California,Sonoma,2024,485363.0,274.0,745.0,56.45,153.49
California,Stanislaus,2024,557372.0,383.0,878.0,68.72,157.52
California,Sutter,2024,98933.0,116.0,383.0,117.25,387.13
California,Tulare,2024,483851.0,703.0,1687.0,145.29,348.66
California,Ventura,2024,833431.0,174.0,603.0,20.88,72.35
California,Yolo,2024,223260.0,42.0,211.0,18.81,94.51
California,Yuba,2024,87441.0,359.0,483.0,410.56,552.37
California,Alpine,2024,1086.0,12.0,21.0,1104.97,1933.7
California,Amador,2024,41974.0,82.0,182.0,195.36,433.6
California,Calaveras,2024,46496.0,161.0,418.0,346.27,899.0
California,Colusa,2024,22016.0,20.0,96.0,90.84,436.05
California,Del Norte,2024,26959.0,49.0,93.0,181.76,344.97
California,Glenn,2024,28320.0,101.0,277.0,356.64,978.11
California,Humboldt,2024,132324.0,202.0,568.0,152.66,429.25
California,Inyo,2024,18302.0,96.0,57.0,524.53,311.44
California,Lake,2024,67880.0,291.0,365.0,428.7,537.71
California,Lassen,2024,28593.0,47.0,119.0,164.38,416.19
California,Mariposa,2024,16948.0,94.0,177.0,554.64,1044.37
California,Mendocino,2024,88939.0,185.0,72.0,208.01,80.95
California,Modoc,2024,8535.0,21.0,27.0,246.05,316.34
California,Mono,2024,12692.0,15.0,27.0,118.18,212.73
California,Nevada,2024,102146.0,168.0,302.0,164.47,295.66
California,Sierra,2024,3121.0,15.0,18.0,480.62,576.74
California,Siskiyou,2024,42490.0,72.0,32.0,169.45,75.31
California,Tehama,2024,64767.0,121.0,282.0,186.82,435.41
California,Trinity,2024,15697.0,82.0,140.0,522.39,891.89
California,Tuolumne,2024,54185.0,230.0,358.0,424.47,660.7
Colorado,Adams,2024,549257.0,440.0,2180.0,80.11,396.9
Colorado,Arapahoe,2024,675760.0,332.0,1930.0,49.13,285.6
Colorado,Boulder,2024,329485.0,85.0,760.0,25.8,230.66
Colorado,Clear Creek,2024,9023.0,2.0,27.0,22.17,299.24
Colorado,Douglas,2024,393051.0,426.0,2239.0,108.38,569.65
Colorado,Elbert,2024,29344.0,17.0,63.0,57.93,214.69
Colorado,El Paso,2024,752356.0,600.0,2810.0,79.75,373.49
Colorado,Gilpin,2024,5955.0,9.0,51.0,151.13,856.42
Colorado,Jefferson,2024,580359.0,430.0,2356.0,74.09,405.96
Colorado,Larimer,2024,374200.0,175.0,712.0,46.77,190.27
Colorado,Mesa,2024,161400.0,165.0,886.0,102.23,548.95
Colorado,Teller,2024,24743.0,3.0,4.0,12.12,16.17
Colorado,Weld,2024,371280.0,156.0,737.0,42.02,198.5
Colorado,Alamosa,2024,16691.0,11.0,115.0,65.9,688.99
Colorado,Archuleta,2024,14134.0,18.0,20.0,127.35,141.5
Colorado,Bent,2024,5745.0,11.0,90.0,191.47,1566.58
Colorado,Chaffee,2024,20796.0,4.0,65.0,19.23,312.56
Colorado,Crowley,2024,5648.0,11.0,29.0,194.76,513.46
Colorado,Delta,2024,32294.0,9.0,108.0,27.87,334.43
Colorado,Dolores,2024,2452.0,8.0,17.0,326.26,693.31
Colorado,Eagle,2024,54635.0,19.0,126.0,34.78,230.62
Colorado,Garfield,2024,63820.0,92.0,170.0,144.16,266.37
Colorado,Grand,2024,16283.0,29.0,50.0,178.1,307.07
Colorado,Kiowa,2024,1403.0,0.0,9.0,0.0,641.48
Colorado,Kit Carson,2024,7027.0,8.0,22.0,113.85,313.08
Colorado,Lake,2024,7471.0,14.0,18.0,187.39,240.93
Colorado,La Plata,2024,56930.0,28.0,130.0,49.18,228.35
Colorado,Las Animas,2024,14511.0,15.0,50.0,103.37,344.57
Colorado,Logan,2024,20690.0,17.0,45.0,82.17,217.5
Colorado,Montezuma,2024,26694.0,29.0,99.0,108.64,370.87
Colorado,Montrose,2024,44687.0,37.0,76.0,82.8,170.07
Colorado,Morgan,2024,30316.0,1.0,62.0,3.3,204.51
Colorado,Otero,2024,17888.0,5.0,41.0,27.95,229.2
Colorado,Ouray,2024,5173.0,4.0,13.0,77.32,251.3
Colorado,Phillips,2024,4454.0,0.0,0.0,0.0,0.0
Colorado,Pitkin,2024,16766.0,5.0,15.0,29.82,89.47
Colorado,Prowers,2024,11904.0,12.0,40.0,100.81,336.02
Colorado,Rio Blanco,2024,6792.0,1.0,11.0,14.72,161.96
Colorado,Rio Grande,2024,11143.0,9.0,6.0,80.77,53.85
Colorado,Routt,2024,25471.0,18.0,42.0,70.67,164.89
Colorado,Saguache,2024,6686.0,8.0,44.0,119.65,658.09
Colorado,San Miguel,2024,7818.0,3.0,2.0,38.37,25.58
Colorado,Summit,2024,31643.0,30.0,150.0,94.81,474.04
Colorado,Washington,2024,4748.0,9.0,43.0,189.55,905.64
Colorado,Yuma,2024,9873.0,3.0,22.0,30.39,222.83
Delaware,New Castle County Police Department,2024,586014.0,692.0,2903.0,118.09,495.38
Florida,Alachua,2024,289446.0,219.0,1205.0,75.66,416.31
Florida,Baker,2024,29511.0,79.0,174.0,267.7,589.61
Florida,Bay,2024,200142.0,246.0,1146.0,122.91,572.59
Florida,Brevard,2024,656254.0,439.0,1790.0,66.89,272.76
Florida,Charlotte,2024,211456.0,207.0,1392.0,97.89,658.29
Florida,Clay,2024,237278.0,437.0,1750.0,184.17,737.53
Florida,Collier,2024,416722.0,571.0,2636.0,137.02,632.56
Florida,Flagler,2024,136284.0,147.0,726.0,107.86,532.71
Florida,Hernando,2024,217572.0,424.0,2109.0,194.88,969.33
Florida,Hillsborough,2024,1571198.0,1569.0,6026.0,99.86,383.53
Florida,Jacksonville Sheriff's Office,2024,,5708.0,26601.0,,
Florida,Jefferson,2024,15945.0,34.0,67.0,213.23,420.19
Florida,Lee,2024,861667.0,1201.0,4575.0,139.38,530.95
Florida,Leon,2024,298712.0,481.0,1751.0,161.02,586.18
Florida,Marion,2024,427995.0,667.0,2370.0,155.84,553.74
Florida,Martin,2024,165202.0,247.0,1163.0,149.51,703.99
Florida,Miami-Dade,2024,2812144.0,4838.0,26623.0,172.04,946.72
Florida,Nassau,2024,104492.0,128.0,107.0,122.5,102.4
Florida,Palm Beach,2024,1574148.0,1288.0,5926.0,81.82,376.46
Florida,Pinellas,2024,960397.0,386.0,2268.0,40.19,236.15
Florida,Polk,2024,851434.0,1276.0,3095.0,149.86,363.5
Florida,Santa Rosa,2024,207471.0,232.0,878.0,111.82,423.19
Florida,Sarasota,2024,475989.0,349.0,2962.0,73.32,622.28
Florida,Seminole,2024,489664.0,357.0,1453.0,72.91,296.73
Florida,Wakulla,2024,37122.0,56.0,244.0,150.85,657.29
Florida,Walton,2024,90096.0,120.0,399.0,133.19,442.86
Florida,Washington,2024,26458.0,21.0,43.0,79.37,162.52
Florida,Columbia,2024,73721.0,186.0,424.0,252.3,575.14
Florida,DeSoto,2024,36889.0,80.0,286.0,216.87,775.3
Florida,Gulf,2024,15896.0,17.0,51.0,106.95,320.84
Florida,Hardee,2024,26107.0,51.0,177.0,195.35,677.98
Florida,Hendry,2024,46641.0,52.0,102.0,111.49,218.69
Florida,Madison,2024,18644.0,37.0,132.0,198.46,708.0
Florida,Monroe,2024,82015.0,125.0,392.0,152.41,477.96
Florida,Okeechobee,2024,42341.0,116.0,421.0,273.97,994.31
Florida,Putnam,2024,77173.0,41.0,355.0,53.13,460.01
Florida,Taylor,2024,21689.0,53.0,161.0,244.36,742.31
Georgia,Barrow,2024,96969.0,95.0,699.0,97.97,720.85
Georgia,Bartow,2024,117924.0,64.0,922.0,54.27,781.86
Georgia,Bibb,2024,157360.0,1740.0,6280.0,1105.74,3990.85
Georgia,Brooks,2024,16290.0,10.0,96.0,61.39,589.32
Georgia,Bryan,2024,51080.0,20.0,209.0,39.15,409.16
Georgia,Burke,2024,24365.0,37.0,181.0,151.86,742.87
Georgia,Butts,2024,27140.0,32.0,119.0,117.91,438.47
Georgia,Carroll,2024,129493.0,97.0,485.0,74.91,374.54
Georgia,Catoosa,2024,69359.0,75.0,204.0,108.13,294.12
Georgia,Cherokee,2024,294030.0,180.0,776.0,61.22,263.92
Georgia,Clarke,2024,130750.0,0.0,0.0,0.0,0.0
Georgia,Cobb,2024,788879.0,36.0,132.0,4.56,16.73
Georgia,Cobb County Police Department,2024,788879.0,1249.0,6816.0,158.33,864.01
Georgia,Columbia,2024,167263.0,107.0,944.0,63.97,564.38
Georgia,Coweta,2024,158178.0,404.0,697.0,255.41,440.64
Georgia,Crawford,2024,12270.0,15.0,108.0,122.25,880.2
Georgia,Dade,2024,16143.0,12.0,59.0,74.34,365.48
Georgia,Dawson,2024,33945.0,50.0,268.0,147.3,789.51
Georgia,DeKalb,2024,772584.0,20.0,0.0,2.59,0.0
Georgia,DeKalb County Police Department,2024,772584.0,4107.0,19854.0,531.59,2569.82
Georgia,Dougherty,2024,82728.0,0.0,15.0,0.0,18.13
Georgia,Dougherty County Police Department,2024,82728.0,68.0,277.0,82.2,334.83
Georgia,Douglas,2024,152060.0,229.0,936.0,150.6,615.55
Georgia,Effingham,2024,73351.0,28.0,165.0,38.17,224.95
Georgia,Fayette,2024,124751.0,30.0,208.0,24.05,166.73
Georgia,Floyd,2024,101198.0,2.0,1.0,1.98,0.99
Georgia,Floyd County Police Department,2024,101198.0,152.0,510.0,150.2,503.96
Georgia,Forsyth,2024,278797.0,112.0,953.0,40.17,341.83
Georgia,Fulton,2024,1090468.0,14.0,11.0,1.28,1.01
Georgia,Fulton County Police Department,2024,1090468.0,23.0,40.0,2.11,3.67
Georgia,Glynn County Police Department,2024,87052.0,281.0,1512.0,322.8,1736.89
Georgia,Gwinnett,2024,1009864.0,20.0,8.0,1.98,0.79
Georgia,Gwinnett County Police Department,2024,1009864.0,1945.0,10415.0,192.6,1031.33
Georgia,Hall,2024,223545.0,290.0,1139.0,129.73,509.52
Georgia,Haralson,2024,32409.0,59.0,276.0,182.05,851.62
Georgia,Harris,2024,36965.0,5.0,32.0,13.53,86.57
Georgia,Heard,2024,12114.0,7.0,83.0,57.78,685.16
Georgia,Henry,2024,259972.0,9.0,1.0,3.46,0.38
Georgia,Henry County Police Department,2024,259972.0,473.0,2486.0,181.94,956.26
Georgia,Jasper,2024,17192.0,29.0,119.0,168.68,692.18
Georgia,Jones,2024,29081.0,31.0,156.0,106.6,536.43
Georgia,Lanier,2024,10387.0,11.0,115.0,105.9,1107.15
Georgia,Lee,2024,34022.0,35.0,224.0,102.87,658.4
Georgia,Lowndes,2024,122385.0,124.0,830.0,101.32,678.19
Georgia,Lumpkin,2024,35946.0,60.0,132.0,166.92,367.22
Georgia,Madison,2024,32767.0,75.0,194.0,228.89,592.06
Georgia,Marion,2024,7616.0,5.0,26.0,65.65,341.39
Georgia,McDuffie,2024,21743.0,29.0,126.0,133.38,579.5
Georgia,McIntosh,2024,11817.0,12.0,106.0,101.55,897.01
Georgia,Meriwether,2024,21352.0,41.0,123.0,192.02,576.06
Georgia,Monroe,2024,31486.0,9.0,37.0,28.58,117.51
Georgia,Murray,2024,41399.0,18.0,51.0,43.48,123.19
Georgia,Newton,2024,123678.0,303.0,1016.0,244.99,821.49
Georgia,Oconee,2024,44524.0,28.0,511.0,62.89,1147.7
Georgia,Paulding,2024,187933.0,412.0,1132.0,219.23,602.34
Georgia,Peach,2024,29511.0,0.0,0.0,0.0,0.0
Georgia,Pickens,2024,36591.0,15.0,172.0,40.99,470.06
Georgia,Pike,2024,20782.0,18.0,68.0,86.61,327.21
Georgia,Rockdale,2024,97402.0,129.0,726.0,132.44,745.36
Georgia,Spalding,2024,70311.0,115.0,434.0,163.56,617.26
Georgia,Talbot,2024,5754.0,9.0,35.0,156.41,608.27
Georgia,Twiggs,2024,7679.0,11.0,69.0,143.25,898.55
Georgia,Walton,2024,110278.0,27.0,181.0,24.48,164.13
Georgia,Whitfield,2024,105558.0,277.0,772.0,262.41,731.35
Georgia,Worth,2024,20181.0,52.0,104.0,257.67,515.34
Georgia,Atkinson,2024,8489.0,13.0,36.0,153.14,424.08
Georgia,Baldwin,2024,43853.0,108.0,437.0,246.28,996.51
Georgia,Ben Hill,2024,17033.0,36.0,64.0,211.35,375.74
Georgia,Berrien,2024,18783.0,25.0,124.0,133.1,660.17
Georgia,Bleckley,2024,12653.0,12.0,85.0,94.84,671.78
Georgia,Bulloch,2024,85598.0,28.0,223.0,32.71,260.52
Georgia,Camden,2024,59065.0,35.0,80.0,59.26,135.44
Georgia,Candler,2024,11164.0,25.0,57.0,223.93,510.57
Georgia,Chattooga,2024,25261.0,30.0,221.0,118.76,874.87
Georgia,Clay,2024,2795.0,10.0,25.0,357.78,894.45
Georgia,Clinch,2024,6834.0,2.0,30.0,29.27,438.98
Georgia,Coffee,2024,44118.0,54.0,300.0,122.4,679.99
Georgia,Cook,2024,17995.0,7.0,90.0,38.9,500.14
Georgia,Crisp,2024,19444.0,32.0,167.0,164.58,858.88
Georgia,Decatur,2024,29463.0,42.0,149.0,142.55,505.72
Georgia,Early,2024,10466.0,8.0,35.0,76.44,334.42
Georgia,Emanuel,2024,23236.0,0.0,1.0,0.0,4.3
Georgia,Fannin,2024,25964.0,28.0,151.0,107.84,581.57
Georgia,Gilmer,2024,33491.0,62.0,174.0,185.12,519.54
Georgia,Glascock,2024,3052.0,3.0,23.0,98.3,753.6
Georgia,Gordon,2024,60988.0,58.0,230.0,95.1,377.12
Georgia,Grady,2024,26488.0,13.0,50.0,49.08,188.76
Georgia,Greene,2024,21065.0,16.0,76.0,75.96,360.79
Georgia,Habersham,2024,49752.0,19.0,178.0,38.19,357.77
Georgia,Hart,2024,28149.0,56.0,134.0,198.94,476.04
Georgia,Irwin,2024,9155.0,8.0,49.0,87.38,535.23
Georgia,Jefferson,2024,15159.0,22.0,102.0,145.13,672.87
Georgia,Laurens,2024,50585.0,58.0,337.0,114.66,666.21
Georgia,Mitchell,2024,20345.0,32.0,122.0,157.29,599.66
Georgia,Montgomery,2024,8597.0,16.0,46.0,186.11,535.07
Georgia,Pierce,2024,20593.0,25.0,102.0,121.4,495.31
Georgia,Polk,2024,44803.0,6.0,0.0,13.39,0.0
Georgia,Polk County Police Department,2024,44803.0,24.0,306.0,53.57,682.99
Georgia,Putnam,2024,23534.0,31.0,121.0,131.72,514.15
Georgia,Rabun,2024,17684.0,14.0,77.0,79.17,435.42
Georgia,Schley,2024,4523.0,5.0,14.0,110.55,309.53
Georgia,Sumter,2024,29105.0,35.0,145.0,120.25,498.2
Georgia,Tattnall,2024,24390.0,16.0,122.0,65.6,500.21
Georgia,Thomas,2024,46243.0,32.0,310.0,69.2,670.37
Georgia,Tift,2024,42021.0,171.0,484.0,406.94,1151.81
Georgia,Troup,2024,72220.0,57.0,397.0,78.93,549.71
Georgia,Turner,2024,9023.0,1.0,39.0,11.08,432.23
Georgia,Union,2024,27608.0,8.0,66.0,28.98,239.06
Georgia,Upson,2024,28404.0,6.0,32.0,21.12,112.66
Georgia,Ware,2024,36537.0,41.0,146.0,112.22,399.59
Georgia,White,2024,29610.0,11.0,102.0,37.15,344.48
Georgia,Wilkes,2024,9554.0,36.0,93.0,376.81,973.41
Hawaii,Kauai Police Department,2024,73440.0,215.0,1507.0,292.76,2052.02
Idaho,Ada,2024,535225.0,216.0,538.0,40.36,100.52
Idaho,Boise,2024,8506.0,22.0,13.0,258.64,152.83
Idaho,Bonneville,2024,133793.0,139.0,523.0,103.89,390.9
Idaho,Canyon,2024,267444.0,167.0,193.0,62.44,72.16
Idaho,Franklin,2024,15662.0,6.0,9.0,38.31,57.46
Idaho,Jefferson,2024,34856.0,11.0,94.0,31.56,269.68
Idaho,Jerome,2024,26288.0,52.0,84.0,197.81,319.54
Idaho,Kootenai,2024,188398.0,118.0,459.0,62.63,243.63
Idaho,Nez Perce,2024,42894.0,9.0,33.0,20.98,76.93
Idaho,Twin Falls,2024,96467.0,40.0,68.0,41.46,70.49
Idaho,Adams,2024,5010.0,7.0,42.0,139.72,838.32
Idaho,Bear Lake,2024,6703.0,0.0,6.0,0.0,89.51
Idaho,Benewah,2024,10486.0,34.0,60.0,324.24,572.19
Idaho,Bingham,2024,50966.0,39.0,137.0,76.52,268.81
Idaho,Blaine,2024,25701.0,12.0,21.0,46.69,81.71
Idaho,Bonner,2024,53650.0,35.0,203.0,65.24,378.38
Idaho,Boundary,2024,13856.0,26.0,23.0,187.64,165.99
Idaho,Cassia,2024,26210.0,42.0,163.0,160.24,621.9
Idaho,Clearwater,2024,9149.0,14.0,31.0,153.02,338.83
Idaho,Custer,2024,4582.0,2.0,7.0,43.65,152.77
Idaho,Elmore,2024,29575.0,16.0,46.0,54.1,155.54
Idaho,Fremont,2024,14346.0,9.0,42.0,62.74,292.76
Idaho,Gooding,2024,16399.0,19.0,23.0,115.86,140.25
Idaho,Idaho,2024,17873.0,10.0,51.0,55.95,285.35
Idaho,Latah,2024,41738.0,19.0,50.0,45.52,119.79
Idaho,Lemhi,2024,8408.0,7.0,4.0,83.25,47.57
Idaho,Lincoln,2024,5631.0,16.0,18.0,284.14,319.66
Idaho,Madison,2024,54948.0,3.0,56.0,5.46,101.91
Idaho,Oneida,2024,5016.0,30.0,19.0,598.09,378.79
Idaho,Payette,2024,27679.0,27.0,53.0,97.55,191.48
Idaho,Shoshone,2024,14026.0,32.0,57.0,228.15,406.39
Idaho,Teton,2024,13105.0,9.0,33.0,68.68,251.81
Idaho,Valley,2024,12817.0,18.0,55.0,140.44,429.12
Idaho,Washington,2024,11492.0,4.0,8.0,34.81,69.61
Illinois,Bond,2024,16600.0,8.0,27.0,48.19,162.65
Illinois,Boone,2024,53526.0,32.0,106.0,59.78,198.03
Illinois,Calhoun,2024,4310.0,7.0,10.0,162.41,232.02
Illinois,Champaign,2024,209178.0,80.0,314.0,38.24,150.11
Illinois,Clinton,2024,37088.0,6.0,59.0,16.18,159.08
Illinois,Cook,2024,5188791.0,601.0,1585.0,11.58,30.55
Illinois,DeKalb,2024,100621.0,34.0,94.0,33.79,93.42
Illinois,DuPage,2024,932651.0,53.0,340.0,5.68,36.46
Illinois,Ford,2024,13326.0,5.0,26.0,37.52,195.11
Illinois,Grundy,2024,53721.0,22.0,75.0,40.95,139.61
Illinois,Henry,2024,48193.0,14.0,64.0,29.05,132.8
Illinois,Jersey,2024,21155.0,15.0,67.0,70.91,316.71
Illinois,Kane,2024,523430.0,72.0,212.0,13.76,40.5
Illinois,Kankakee,2024,105814.0,83.0,132.0,78.44,124.75
Illinois,Kendall,2024,143125.0,36.0,135.0,25.15,94.32
Illinois,Macoupin,2024,43917.0,17.0,60.0,38.71,136.62
Illinois,Madison,2024,263317.0,100.0,665.0,37.98,252.55
Illinois,Marshall,2024,11571.0,0.0,52.0,0.0,449.4
Illinois,McHenry,2024,315730.0,33.0,181.0,10.45,57.33
Illinois,McLean,2024,171512.0,25.0,90.0,14.58,52.47
Illinois,Menard,2024,11924.0,1.0,20.0,8.39,167.73
Illinois,Monroe,2024,35105.0,3.0,6.0,8.55,17.09
Illinois,Peoria,2024,178541.0,153.0,526.0,85.69,294.61
Illinois,Piatt,2024,16642.0,8.0,59.0,48.07,354.52
Illinois,Rock Island,2024,141591.0,40.0,320.0,28.25,226.0
Illinois,Sangamon,2024,194036.0,156.0,720.0,80.4,371.07
Illinois,St. Clair,2024,251375.0,97.0,270.0,38.59,107.41
Illinois,Tazewell,2024,129982.0,29.0,214.0,22.31,164.64
Illinois,Will,2024,708980.0,164.0,563.0,23.13,79.41
Illinois,Winnebago,2024,282965.0,131.0,269.0,46.3,95.06
Illinois,Adams,2024,64216.0,25.0,175.0,38.93,272.52
Illinois,Brown,2024,6438.0,0.0,0.0,0.0,0.0
Illinois,Bureau,2024,32519.0,2.0,94.0,6.15,289.06
Illinois,Carroll,2024,15468.0,0.0,25.0,0.0,161.62
Illinois,Cass,2024,12530.0,1.0,1.0,7.98,7.98
Illinois,Clark,2024,15141.0,2.0,51.0,13.21,336.83
Illinois,Coles,2024,46573.0,14.0,75.0,30.06,161.04
Illinois,Crawford,2024,18621.0,5.0,19.0,26.85,102.04
Illinois,Cumberland,2024,10278.0,3.0,0.0,29.19,0.0
Illinois,DeWitt,2024,,10.0,47.0,,
Illinois,Edgar,2024,16382.0,8.0,28.0,48.83,170.92
Illinois,Edwards,2024,5987.0,2.0,1.0,33.41,16.7
Illinois,Effingham,2024,34541.0,11.0,92.0,31.85,266.35
Illinois,Fayette,2024,20954.0,7.0,43.0,33.41,205.21
Illinois,Franklin,2024,36954.0,23.0,88.0,62.24,238.13
Illinois,Greene,2024,11393.0,4.0,13.0,35.11,114.11
Illinois,Hamilton,2024,7861.0,4.0,6.0,50.88,76.33
Illinois,Hancock,2024,16936.0,8.0,6.0,47.24,35.43
Illinois,Henderson,2024,6031.0,0.0,6.0,0.0,99.49
Illinois,Iroquois,2024,26222.0,31.0,114.0,118.22,434.75
Illinois,Jackson,2024,52682.0,39.0,198.0,74.03,375.84
Illinois,Jasper,2024,9049.0,3.0,39.0,33.15,430.99
