OBJECTID,HUC_12,CRP_acres
23772,070200070801,200-500
23773,070200070802,50-100
23774,070200070901,100-200
23775,070200070902,100-200
23776,070200070903,100-200
23777,070200071001,200-500
23778,070200071002,>1000
23779,070200071003,100-200
23780,070200071101,200-500
23781,070200071102,200-500
23782,070200071103,200-500
23783,070200071104,500-1000
23784,070200071105,100-200
23785,070200071106,500-1000
23786,070200071107,500-1000
23787,070200080101,>1000
23788,070200080102,500-1000
23789,070200080201,500-1000
23790,070200080202,500-1000
23791,070200080203,200-500
23792,070200080204,50-100
23793,070200080301,500-1000
23794,070200080302,>1000
23795,070200080303,500-1000
23796,070200080401,50-100
23797,070200080402,200-500
23798,070200080403,200-500
23799,070200080404,500-1000
23800,070200080405,500-1000
23801,070200080406,500-1000
23802,070200080501,>1000
23803,070200080502,200-500
23804,070200080503,200-500
23805,070200080504,500-1000
23806,070200080505,200-500
23807,070200080506,100-200
23808,070200080601,500-1000
23809,070200080602,>1000
23810,070200080603,>1000
23811,070200080604,>1000
23812,070200080605,>1000
23813,070200080701,500-1000
23814,070102060103,0
23815,070102060201,0
23816,070102060202,0
23817,070102060203,0
23818,070102060301,0
23819,070102060303,0
23820,070102060304,0
23821,070102060305,0
23822,070102060306,0
23823,070102060401,0
23824,070102060402,0
23825,070102060501,0
23826,070102060502,0
23827,070102060604,0
23828,070102060605,0
23829,070102060702,0
23830,070102060703,0
23831,070102060801,0
23832,070102060802,0
23833,070102060803,0
23834,070102060804,0
23835,070102060805,0
23836,070102060901,0
23837,070102060903,0
23838,070102070101,0
23839,070102070103,0
23840,070102070104,0
23841,070102070105,0
23842,070102070106,0
23843,070102070107,0
23844,070102070201,0
23845,070102070202,0
23846,070102070204,0
23847,070102070701,0
23848,070102070707,0
23849,070200070803,0
23850,070200080702,200-500
23851,070200080703,200-500
23852,070200080704,100-200
23853,070200080705,200-500
23854,070200080706,50-100
23855,070200080707,200-500
23856,070200080801,100-200
23857,070200080802,>1000
23858,070200080803,500-1000
23859,070200090101,100-200
23860,070200090102,200-500
23861,070200090103,200-500
23862,070200090104,500-1000
23863,070200090201,100-200
23864,070200090202,50-100
23865,070200090203,200-500
23866,070200090301,50-100
23867,070200090302,500-1000
23868,070200090303,500-1000
23869,070200090401,200-500
23870,070200090402,100-200
23871,070200090403,50-100
23872,070200090404,50-100
23873,070200090501,50-100
23874,070200090502,200-500
23875,070200090503,500-1000
23876,070200090504,200-500
23877,070200090505,200-500
23878,070200090506,50-100
23879,070200090507,200-500
23880,070200090601,50-100
23881,070200090602,500-1000
23882,070200090603,200-500
23883,070200090604,200-500
23884,070200090701,100-200
23885,070200090702,200-500
23886,070200090703,100-200
23887,070200090704,200-500
23888,070200090801,100-200
23889,070200090802,200-500
23890,070200090803,500-1000
23891,070200090901,500-1000
23892,070200090902,200-500
23893,070200090903,>1000
23894,070200090904,200-500
23895,070200090905,200-500
23896,070200090906,<50
23897,070200090907,200-500
23898,070200091001,100-200
23899,070200091002,50-100
23900,070200091003,<50
23901,070200091004,200-500
23902,070200091101,200-500
23903,070200091102,200-500
23904,070200091103,100-200
23905,070200100101,200-500
23906,070200100102,50-100
23907,070200100103,100-200
23908,070200100104,<50
23909,070200100105,200-500
23910,070200100201,200-500
23911,070200100202,200-500
23912,070200100203,200-500
23913,070200100301,100-200
23914,070200100302,200-500
23915,070200100303,200-500
23916,070200100304,500-1000
23917,070200100401,500-1000
23918,070200100402,200-500
23919,070200100403,200-500
23920,070200100404,500-1000
23921,070200100405,100-200
23922,070200100406,200-500
23923,070200100501,<50
23924,070200100502,50-100
23925,070200100503,50-100
23926,070200100504,200-500
23927,070200100505,50-100
23928,070200100506,200-500
23929,070200100507,100-200
23930,070200100601,>1000
23931,070200100602,500-1000
23932,070200100603,200-500
23933,070200100604,>1000
23934,070200100605,100-200
23935,070200100606,200-500
23936,070200110101,500-1000
23937,070200110102,200-500
23938,070200110103,>1000
23939,070200110104,500-1000
23940,070200110105,200-500
23941,070200110106,>1000
23942,070200110201,100-200
23943,070200110202,500-1000
23944,070200110203,200-500
23945,070200110204,500-1000
23946,070200110301,500-1000
23947,070200110302,200-500
23948,070200110303,200-500
23949,070200110304,200-500
23950,070200110305,500-1000
23951,070200110401,200-500
23952,070200110402,200-500
23953,070200110403,200-500
23954,070200110501,200-500
23955,070200110502,50-100
23956,070200110503,100-200
23957,070200110504,200-500
23958,070200110505,200-500
23959,070200110506,200-500
23960,070200110507,200-500
23961,070200110508,200-500
23962,070200110509,500-1000
23963,070200110601,200-500
23964,070200110602,200-500
23965,070200110603,500-1000
23966,070200110604,200-500
23967,070200110605,200-500
23968,070200110606,200-500
23969,070200110607,500-1000
23970,070200120101,>1000
23971,070200120102,200-500
23972,070200120103,500-1000
23973,070200120104,500-1000
23974,070200120201,100-200
23975,070200120202,100-200
23976,070200120203,100-200
23977,070200120204,100-200
23978,070200120301,200-500
23979,070200120302,200-500
23980,070200120303,100-200
23981,070200120304,100-200
23982,070200120305,100-200
23983,070200120306,<50
23984,070200120401,500-1000
23985,070200120402,100-200
23986,070200120403,200-500
23987,070200120501,200-500
23988,070200120502,500-1000
23989,070200120503,500-1000
23990,070200120601,200-500
23991,070200120602,50-100
23992,070200120603,500-1000
23993,070200120604,500-1000
23994,070200120605,50-100
23995,070200120606,200-500
23996,070200120607,50-100
23997,070200120608,50-100
23998,070200120609,100-200
23999,070200120701,200-500
24000,070200120702,100-200
24001,070200120703,200-500
24002,070200120704,100-200
24003,070200120801,>1000
24004,070200120802,>1000
24005,070200120803,200-500
24006,070200120804,500-1000
24007,070200120805,100-200
24008,070200120806,>1000
24009,070200120807,200-500
24010,070200120901,200-500
24011,070200120902,200-500
24012,070200121001,200-500
24013,070200121002,200-500
24014,070200121003,200-500
24015,070200121004,200-500
24016,070200121101,100-200
24017,070200121102,<50
24018,070200121105,100-200
24019,070200121107,100-200
24020,070300010401,<50
24021,070300010801,<50
24022,070300010901,50-100
24023,070300010902,<50
24024,070300010903,<50
24025,070300020203,<50
24026,070300030102,<50
24027,070300030103,<50
24028,070300030106,100-200
24029,070300030107,<50
24030,070300030108,<50
24031,070300030109,<50
24032,070300030303,<50
24033,070300030401,<50
24034,070300030501,<50
24035,070300030502,<50
24036,070300030601,<50
24037,070300030604,<50
24038,070300040106,<50
24039,070300040108,<50
24040,070300040302,<50
24041,070300040303,<50
24042,070300040403,50-100
24043,070300040501,<50
24044,070300040503,<50
24045,070300040504,50-100
24046,070300040602,<50
24047,070300040603,<50
24048,070300040701,50-100
24049,070300040703,<50
24050,070300040801,<50
24051,070300040802,<50
24052,070300040803,<50
24053,070300040804,<50
24054,070300050101,<50
24055,070300050102,<50
24056,070300050103,100-200
24057,070300050202,<50
24058,070300050203,50-100
24059,070300050204,<50
24060,070300050205,<50
24061,070300050206,<50
24062,070300050207,<50
24063,070300050301,50-100
24064,070300050302,<50
24065,070300050303,<50
24066,070300050401,<50
24067,070300050402,<50
24068,070300050405,<50
24069,070300050406,<50
24070,070300050407,<50
24071,070300050408,50-100
24072,070300050501,200-500
24073,070300050601,<50
24074,070300050603,<50
24075,070300050604,100-200
24076,070300050605,200-500
24077,070300050701,<50
24078,070300050702,100-200
24079,070300050703,50-100
24080,070300050704,50-100
24081,070300050705,<50
24082,070300050706,<50
24083,070300050707,100-200
24084,070300050708,<50
24085,070300050801,100-200
24086,070300050802,200-500
24087,070300050803,50-100
24088,070300050804,100-200
24089,070300050806,100-200
24090,070300050807,200-500
24091,070300050808,<50
24092,070300050809,500-1000
24093,070300050901,50-100
24094,070300050902,50-100
24095,070300050903,<50
24096,070300050904,<50
24097,070300050905,<50
24098,070300050906,<50
24099,070300050907,<50
24100,070300050908,100-200
24101,070300051001,50-100
24102,070300051002,500-1000
24103,070300051003,500-1000
24104,070300051004,500-1000
24105,070300051005,50-100
24106,070300051006,200-500
24107,070300051007,500-1000
24108,070300051008,200-500
24109,070300051101,200-500
24110,070300051102,100-200
24111,070300051103,100-200
24112,070300051104,200-500
24113,070300051105,100-200
24114,070300051204,<50
24115,070300051205,<50
24116,070300051206,100-200
24117,070400010101,100-200
24118,070400010102,50-100
24119,070400010201,100-200
24120,070400010202,<50
24121,070400010203,<50
24122,070400010204,200-500
24123,070400010205,200-500
24124,070400010206,100-200
24125,070400010207,50-100
24126,070400010208,<50
24127,070400010209,100-200
24128,070400010210,200-500
24129,070400010301,500-1000
24130,070400010302,200-500
24131,070400010303,100-200
24132,070400010401,200-500
24133,070400010402,100-200
24134,070400010403,<50
24135,070400010501,500-1000
24136,070400010502,500-1000
24137,070400010503,200-500
24138,070400010504,100-200
24139,070400010505,200-500
24140,070400010506,<50
24141,070400010507,200-500
24142,070400010601,200-500
24143,070400010602,500-1000
24144,070400010701,100-200
24145,070400010702,100-200
24146,070400010703,100-200
24147,070400010704,50-100
24148,070400010705,500-1000
24149,070400020101,>1000
24150,070400020102,500-1000
24151,070400020103,>1000
24152,070400020104,>1000
24153,070400020105,>1000
24154,070400020106,>1000
24155,070400020107,>1000
24156,070400020108,200-500
24157,070400020109,500-1000
24158,070400020201,500-1000
24159,070400020202,100-200
24160,070400020203,500-1000
24161,070400020301,500-1000
24162,070400020302,500-1000
24163,070400020303,200-500
24164,070400020304,200-500
24165,070400020305,500-1000
24166,070400020306,>1000
24167,070400020307,>1000
24168,070400020308,500-1000
24169,070400020309,>1000
24170,070400020310,500-1000
24171,070400020401,200-500
24172,070400020402,200-500
24173,070400020403,100-200
24174,070400020404,200-500
24175,070400020501,200-500
24176,070400020502,50-100
24177,070400020503,100-200
24178,070400020601,500-1000
24179,070400020602,>1000
24180,070400020603,>1000
24181,070400020604,100-200
24182,070400020605,50-100
24183,070400020701,100-200
24184,070400020702,500-1000
24185,070400020703,200-500
24186,070400020801,200-500
24187,070400020802,200-500
24188,070400020803,100-200
24189,070400020901,100-200
24190,070400020902,50-100
24191,070400020903,500-1000
24192,070400020904,<50
24193,070400020905,<50
24194,070400030101,200-500
24195,070400030102,100-200
24196,070400030103,>1000
24197,070400030104,200-500
24198,070400030105,200-500
24199,070400030106,200-500
24200,070400030107,200-500
24201,070400030108,500-1000
24202,070400030201,200-500
24203,070400030202,200-500
24204,070400030203,100-200
24205,070400030204,500-1000
24206,070400030205,200-500
24207,070400030301,100-200
24208,070400030302,100-200
24209,070400030303,50-100
24210,070400030304,200-500
24211,070400030305,500-1000
24212,070200121103,0
24213,070200121104,0
24214,070200121106,0
24215,070200121108,0
24216,070200121109,0
24217,070200121110,0
24218,070300010101,0
24219,070300010102,0
24220,070300010103,0
24221,070300010104,0
24222,070300010105,0
24223,070300010106,0
24224,070300010107,0
24225,070300010201,0
24226,070300010202,0
24227,070300010203,0
24228,070300010204,0
24229,070300010205,0
24230,070300010206,0
24231,070300010301,0
24232,070300010302,0
24233,070300010303,0
24234,070300010402,0
24235,070300010403,0
24236,070300010404,0
24237,070300010405,0
24238,070300010501,0
24239,070300010502,0
24240,070300010503,0
24241,070300010504,0
24242,070300010505,0
24243,070300010506,0
24244,070300010601,0
24245,070300010602,0
24246,070300010603,0
24247,070300010604,0
24248,070300010605,0
24249,070300010701,0
24250,070300010702,0
24251,070300010703,0
24252,070300010802,0
24253,070300010803,0
24254,070300010804,0
24255,070300010805,0
24256,070300010904,0
24257,070300010905,0
24258,070300010906,0
24259,070300011001,0
24260,070300011002,0
24261,070300011003,0
24262,070300011004,0
24263,070300011005,0
24264,070300011101,0
24265,070300011102,0
24266,070300011201,0
24267,070300011202,0
24268,070300011203,0
24269,070300011204,0
24270,070300011205,0
24271,070300020101,0
24272,070300020102,0
24273,070300020103,0
24274,070300020104,0
24275,070300020105,0
24276,070300020106,0
24277,070300020201,0
24278,070300020202,0
24279,070300020204,0
24280,070300020205,0
24281,070300020206,0
24282,070300020207,0
24283,070300020301,0
24284,070300020302,0
24285,070300020303,0
24286,070300020304,0
24287,070300020305,0
24288,070300020306,0
24289,070300020307,0
24290,070300020308,0
24291,070300020309,0
24292,070300020310,0
24293,070300020311,0
24294,070300020401,0
24295,070300020402,0
24296,070300020403,0
24297,070300020404,0
24298,070300020405,0
24299,070300020406,0
24300,070300020407,0
24301,070300030101,0
24302,070300030104,0
24303,070300030105,0
24304,070300030110,0
24305,070300030201,0
24306,070300030202,0
24307,070300030203,0
24308,070300030204,0
24309,070300030205,0
24310,070300030301,0
24311,070300030302,0
24312,070300030402,0
24313,070300030403,0
24314,070300030404,0
24315,070300030405,0
24316,070300030406,0
24317,070300030503,0
24318,070300030602,0
24319,070300030603,0
24320,070300040101,0
24321,070300040102,0
24322,070300040103,0
24323,070300040104,0
24324,070300040105,0
24325,070300040107,0
24326,070300040109,0
24327,070300040201,0
24328,070300040202,0
24329,070300040203,0
24330,070300040204,0
24331,070300040301,0
24332,070300040401,0
24333,070300040402,0
24334,070300040404,0
24335,070300040502,0
24336,070300040601,0
24337,070300040702,0
24338,070300050104,0
24339,070300050201,0
24340,070300050403,0
24341,070300050404,0
24342,070300050502,0
24343,070300050503,0
24344,070300050504,0
24345,070300050505,0
24346,070300050602,0
24347,070300050805,0
24348,070300051201,0
24349,070300051202,0
24350,070300051203,0
24351,070400030306,200-500
24352,070400030307,100-200
24353,070400030308,50-100
24354,070400030309,50-100
24355,070400030310,50-100
24356,070400030401,100-200
24357,070400030402,500-1000
24358,070400030403,200-500
24359,070400030404,50-100
24360,070400030405,200-500
24361,070400030501,200-500
24362,070400030502,500-1000
24363,070400030601,200-500
24364,070400030602,200-500
24365,070400030603,200-500
24366,070400030604,<50
24367,070400030605,<50
24368,070400030606,100-200
24369,070400030607,200-500
24370,070400030608,200-500
24371,070400030609,200-500
24372,070400030610,200-500
24373,070400040101,100-200
24374,070400040102,>1000
24375,070400040103,500-1000
24376,070400040104,100-200
24377,070400040105,50-100
24378,070400040106,200-500
24379,070400040107,200-500
24380,070400040108,200-500
24381,070400040109,100-200
24382,070400040110,200-500
24383,070400040201,200-500
24384,070400040202,100-200
24385,070400040203,200-500
24386,070400040204,50-100
24387,070400040205,500-1000
24388,070400040301,100-200
24389,070400040302,50-100
24390,070400040303,200-500
24391,070400040304,50-100
24392,070400040305,500-1000
24393,070400040306,200-500
24394,070400040307,200-500
24395,070400040401,500-1000
24396,070400040402,200-500
24397,070400040403,100-200
24398,070400040404,200-500
24399,070400040405,>1000
24400,070400040501,100-200
24401,070400040502,200-500
24402,070400040503,500-1000
24403,070400040504,>1000
24404,070400040505,200-500
24405,070400040506,100-200
24406,070400040507,50-100
24407,070400040508,500-1000
24408,070400040509,100-200
24409,070400040510,100-200
24410,070400040511,100-200
24411,070400040512,200-500
24412,070400050101,200-500
24413,070400050102,200-500
24414,070400050103,200-500
24415,070400050201,<50
24416,070400050202,<50
24417,070400050203,50-100
24418,070400050204,100-200
24419,070400050205,100-200
24420,070400050206,200-500
24421,070400050207,200-500
24422,070400050301,500-1000
24423,070400050302,500-1000
24424,070400050303,100-200
24425,070400050304,500-1000
24426,070400050401,100-200
24427,070400050402,100-200
24428,070400050403,100-200
24429,070400050404,<50
24430,070400050405,50-100
24431,070400050501,50-100
24432,070400050502,200-500
24433,070400050503,500-1000
24434,070400050504,100-200
24435,070400060101,100-200
24436,070400060102,100-200
24437,070400060103,100-200
24438,070400060201,<50
24439,070400060203,100-200
24440,070400060204,<50
24441,070400060301,200-500
24442,070400060302,100-200
24443,070400060303,200-500
24444,070400060304,100-200
24445,070400060305,100-200
24446,070400060306,<50
24447,070400060307,100-200
24448,070400060308,200-500
24449,070400060309,200-500
24450,070400060310,<50
24451,070400060401,100-200
24452,070400060402,50-100
24453,070400060403,50-100
24454,070400060501,500-1000
24455,070400070102,<50
24456,070400070103,50-100
24457,070400070105,<50
24458,070400070106,<50
24459,070400070201,<50
24460,070400070202,100-200
24461,070400070305,<50
24462,070400070401,<50
24463,070400070403,<50
24464,070400070405,<50
24465,070400070601,<50
24466,070400070603,<50
24467,070400070606,<50
24468,070400070801,50-100
24469,070400070802,<50
24470,070400070803,<50
24471,070400070901,<50
24472,070400070905,<50
24473,070400071003,50-100
24474,070400071004,<50
24475,070400071007,<50
24476,070400071008,100-200
24477,070400071101,200-500
24478,070400071102,500-1000
24479,070400071103,50-100
24480,070400071104,50-100
24481,070400071201,200-500
24482,070400071202,100-200
24483,070400071203,<50
24484,070400071204,<50
24485,070400071205,100-200
24486,070400071206,50-100
24487,070400071207,200-500
24488,070400071208,200-500
24489,070400071209,200-500
24490,070400080101,200-500
24491,070400080102,50-100
24492,070400080103,100-200
24493,070400080104,100-200
24494,070400080105,100-200
24495,070400080106,200-500
24496,070400080107,200-500
24497,070400080108,500-1000
24498,070400080201,100-200
24499,070400080202,100-200
24500,070400080203,200-500
24501,070400080204,200-500
24502,070400080205,200-500
24503,070400080206,500-1000
24504,070400080207,100-200
24505,070400080208,200-500
24506,070400080301,200-500
24507,070400080302,200-500
24508,070400080303,500-1000
24509,070400080304,50-100
24510,070400080305,500-1000
24511,070400080401,100-200
24512,070400080402,200-500
24513,070400080403,200-500
24514,070400080404,200-500
24515,070400080405,200-500
24516,070400080406,500-1000
24517,070400080407,500-1000
24518,070400080408,100-200
24519,070400080409,50-100
24520,070400080410,500-1000
24521,070400080501,50-100
24522,070400080502,100-200
24523,070400080503,500-1000
24524,070400080504,200-500
24525,070400080601,500-1000
24526,070400080602,>1000
24527,070400080701,200-500
24528,070400080702,>1000
24529,070400080703,500-1000
24530,070400080801,200-500
24531,070400080802,500-1000
24532,070400080803,>1000
24533,070400080804,>1000
24534,070400080805,500-1000
24535,070400080806,>1000
24536,070400080901,200-500
24537,070400080902,200-500
24538,070400080903,>1000
24539,070400080904,500-1000
24540,070500010801,<50
24541,070500010901,<50
24542,070500010902,<50
24543,070500010903,100-200
24544,070500010904,<50
24545,070500020703,<50
24546,070500030106,<50
24547,070500040108,<50
24548,070500040305,<50
24549,070500050102,<50
24550,070500050103,50-100
24551,070500050104,100-200
24552,070500050105,50-100
24553,070500050106,50-100
24554,070500050107,50-100
24555,070500050108,200-500
24556,070500050207,<50
24557,070500050301,100-200
24558,070500050302,<50
24559,070500050303,200-500
24560,070500050304,200-500
24561,070500050305,200-500
24562,070500050306,200-500
24563,070500050307,100-200
24564,070500050308,<50
24565,070500050401,200-500
24566,070500050402,100-200
24567,070500050403,200-500
24568,070500050404,50-100
24569,070500050501,<50
24570,070500050502,100-200
24571,070500050601,200-500
24572,070500050602,100-200
24573,070500050701,50-100
24574,070500050702,500-1000
24575,070500050703,500-1000
24576,070500050704,200-500
24577,070500050705,100-200
24578,070500050801,100-200
24579,070500050802,100-200
24580,070500050901,200-500
24581,070500050902,200-500
24582,070500050903,<50
24583,070500050904,<50
24584,070500050905,<50
24585,070500050906,50-100
24586,070500051001,200-500
24587,070500051002,500-1000
24588,070500051003,200-500
24589,070500051004,200-500
24590,070500051005,200-500
24591,070500051006,100-200
24592,070500051007,100-200
24593,070500051008,100-200
24594,070500051101,100-200
24595,070500051102,200-500
24596,070500051201,200-500
24597,070500051202,100-200
24598,070500051203,200-500
24599,070500051204,100-200
24600,070500051205,200-500
24601,070500060102,<50
24602,070500060104,100-200
24603,070500060105,<50
24604,070500060201,<50
24605,070500060202,<50
24606,070500060301,<50
24607,070500060302,<50
24608,070500060303,100-200
24609,070500060304,<50
24610,070500060401,200-500
24611,070500060402,>1000
24612,070500060501,200-500
24613,070500060502,200-500
24614,070500060503,>1000
24615,070500060504,200-500
24616,070500060505,200-500
24617,070500060506,100-200
24618,070500060507,<50
24619,070500060508,100-200
24620,070500060509,100-200
24621,070500070201,50-100
24622,070500070202,100-200
24623,070500070203,<50
24624,070500070205,100-200
24625,070500070206,100-200
24626,070500070303,<50
24627,070500070306,<50
24628,070500070307,<50
24629,070500070308,<50
24630,070500070309,<50
24631,070500070310,50-100
24632,070500070402,<50
24633,070500070403,<50
24634,070500070404,<50
24635,070500070501,100-200
24636,070500070502,200-500
24637,070500070503,50-100
24638,070500070504,500-1000
24639,070500070505,50-100
24640,070500070506,50-100
24641,070500070601,<50
24642,070500070602,<50
24643,070500070603,100-200
24644,070500070605,100-200
24645,070500070606,100-200
24646,070500070607,100-200
24647,070500070608,100-200
24648,070500070609,50-100
24649,070500070610,100-200
24650,070500070701,200-500
24651,070500070702,100-200
24652,070400060202,0
24653,070400060502,0
24654,070400070101,0
24655,070400070104,0
24656,070400070203,0
24657,070400070301,0
24658,070400070302,0
24659,070400070303,0
24660,070400070304,0
24661,070400070402,0
24662,070400070404,0
24663,070400070501,0
24664,070400070502,0
24665,070400070503,0
24666,070400070602,0
24667,070400070604,0
24668,070400070605,0
24669,070400070607,0
24670,070400070608,0
24671,070400070701,0
24672,070400070702,0
24673,070400070703,0
24674,070400070902,0
24675,070400070903,0
24676,070400070904,0
24677,070400070906,0
24678,070400071001,0
24679,070400071002,0
24680,070400071005,0
24681,070400071006,0
24682,070500010101,0
24683,070500010102,0
24684,070500010103,0
24685,070500010104,0
24686,070500010105,0
24687,070500010106,0
24688,070500010107,0
24689,070500010108,0
24690,070500010109,0
24691,070500010201,0
24692,070500010202,0
24693,070500010203,0
24694,070500010204,0
24695,070500010205,0
24696,070500010206,0
24697,070500010207,0
24698,070500010208,0
24699,070500010209,0
24700,070500010210,0
24701,070500010211,0
24702,070500010212,0
24703,070500010213,0
24704,070500010301,0
24705,070500010302,0
24706,070500010303,0
24707,070500010304,0
24708,070500010305,0
24709,070500010306,0
24710,070500010307,0
24711,070500010401,0
24712,070500010402,0
24713,070500010403,0
24714,070500010404,0
24715,070500010405,0
24716,070500010406,0
24717,070500010407,0
24718,070500010501,0
24719,070500010502,0
24720,070500010503,0
24721,070500010504,0
24722,070500010505,0
24723,070500010506,0
24724,070500010507,0
24725,070500010508,0
24726,070500010509,0
24727,070500010601,0
24728,070500010602,0
24729,070500010603,0
24730,070500010604,0
24731,070500010605,0
24732,070500010606,0
24733,070500010607,0
24734,070500010701,0
24735,070500010702,0
24736,070500010703,0
24737,070500010704,0
24738,070500010802,0
24739,070500020101,0
24740,070500020102,0
24741,070500020103,0
24742,070500020104,0
24743,070500020105,0
24744,070500020106,0
24745,070500020107,0
24746,070500020108,0
24747,070500020201,0
24748,070500020202,0
24749,070500020203,0
24750,070500020204,0
24751,070500020301,0
24752,070500020302,0
24753,070500020303,0
24754,070500020304,0
24755,070500020305,0
24756,070500020306,0
24757,070500020307,0
24758,070500020401,0
24759,070500020402,0
24760,070500020501,0
24761,070500020502,0
24762,070500020503,0
24763,070500020504,0
24764,070500020505,0
24765,070500020601,0
24766,070500020602,0
24767,070500020603,0
24768,070500020604,0
24769,070500020605,0
24770,070500020606,0
24771,070500020607,0
24772,070500020701,0
24773,070500020702,0
24774,070500020704,0
24775,070500030101,0
24776,070500030102,0
24777,070500030103,0
24778,070500030104,0
24779,070500030105,0
24780,070500030107,0
24781,070500030108,0
24782,070500030109,0
24783,070500030201,0
24784,070500030202,0
24785,070500030203,0
24786,070500030204,0
24787,070500030205,0
24788,070500030206,0
24789,070500030207,0
24790,070500030208,0
24791,070500030209,0
24792,070500030210,0
24793,070500030301,0
24794,070500030302,0
24795,070500030303,0
24796,070500030304,0
24797,070500040101,0
24798,070500040102,0
24799,070500040103,0
24800,070500040104,0
24801,070500040105,0
24802,070500040106,0
24803,070500040107,0
24804,070500040109,0
24805,070500040110,0
24806,070500040201,0
24807,070500040202,0
24808,070500040203,0
24809,070500040204,0
24810,070500040301,0
24811,070500040302,0
24812,070500040303,0
24813,070500040304,0
24814,070500040401,0
24815,070500040402,0
24816,070500040403,0
24817,070500040404,0
24818,070500040405,0
24819,070500040406,0
24820,070500040407,0
24821,070500040408,0
24822,070500050101,0
24823,070500050201,0
24824,070500050202,0
24825,070500050203,0
24826,070500050204,0
24827,070500050205,0
24828,070500050206,0
24829,070500060101,0
24830,070500060103,0
24831,070500060106,0
24832,070500060107,0
24833,070500060203,0
24834,070500060204,0
24835,070500060205,0
24836,070500060206,0
24837,070500060207,0
24838,070500060208,0
24839,070500070101,0
24840,070500070102,0
24841,070500070103,0
24842,070500070104,0
24843,070500070105,0
24844,070500070204,0
24845,070500070301,0
24846,070500070302,0
24847,070500070304,0
24848,070500070305,0
24849,070500070401,0
24850,070500070405,0
24851,070500070604,0
24852,070500070703,100-200
24853,070500070704,100-200
24854,070500070705,100-200
24855,070500070706,200-500
24856,070500070707,200-500
24857,070500070708,100-200
24858,070500070709,100-200
24859,070500070710,100-200
24860,070500071001,200-500
24861,070500071002,100-200
24862,070500071003,200-500
24863,070500071004,200-500
24864,070500071005,100-200
24865,070500071006,200-500
24866,070600010101,100-200
24867,070600010102,<50
24868,070600010103,100-200
24869,070600010104,100-200
24870,070600010201,200-500
24871,070600010202,100-200
24872,070600010203,>1000
24873,070600010301,50-100
24874,070600010302,<50
24875,070600010303,100-200
24876,070600010304,50-100
24877,070600010305,200-500
24878,070600010306,100-200
24879,070600010307,50-100
24880,070600010401,100-200
24881,070600010402,500-1000
24882,070600010501,200-500
24883,070600010502,<50
24884,070600010503,200-500
24885,070600010504,200-500
24886,070600010505,100-200
24887,070600010601,>1000
24888,070600010602,>1000
24889,070600010701,100-200
24890,070600010702,500-1000
24891,070600010703,200-500
24892,070600010704,100-200
24893,070600010705,100-200
24894,070600010706,500-1000
24895,070600010707,200-500
24896,070600010801,>1000
24897,070600010802,>1000
24898,070600010901,500-1000
24899,070600010902,500-1000
24900,070600010903,>1000
24901,070600010904,200-500
24902,070600010905,>1000
24903,070600010906,>1000
24904,070600011001,>1000
24905,070600011002,500-1000
24906,070600011003,200-500
24907,070600020101,200-500
24908,070600020102,50-100
24909,070600020103,200-500
24910,070600020104,200-500
24911,070600020105,500-1000
24912,070600020106,>1000
24913,070600020107,>1000
24914,070600020201,500-1000
24915,070600020202,>1000
24916,070600020203,>1000
24917,070600020204,500-1000
24918,070600020205,>1000
24919,070600020206,>1000
24920,070600020207,500-1000
24921,070600020208,>1000
24922,070600020301,>1000
24923,070600020302,>1000
24924,070600020401,>1000
24925,070600020402,500-1000
24926,070600020403,500-1000
24927,070600020404,200-500
24928,070600020405,500-1000
24929,070600020406,>1000
24930,070600020407,200-500
24931,070600020408,>1000
24932,070600020501,>1000
24933,070600020502,500-1000
24934,070600020503,>1000
24935,070600020601,200-500
24936,070600020602,>1000
24937,070600020603,500-1000
24938,070600020604,500-1000
24939,070600020605,500-1000
24940,070600020606,200-500
24941,070600030101,50-100
24942,070600030102,50-100
24943,070600030103,200-500
24944,070600030104,500-1000
24945,070600030201,100-200
24946,070600030202,100-200
24947,070600030203,50-100
24948,070600030301,100-200
24949,070600030302,200-500
24950,070600030303,>1000
24951,070600030401,<50
24952,070600030402,200-500
24953,070600030403,<50
24954,070600030404,100-200
24955,070600030405,500-1000
24956,070600030406,200-500
24957,070600030501,200-500
24958,070600030502,500-1000
24959,070600030503,>1000
24960,070600030504,500-1000
24961,070600030505,500-1000
24962,070600030506,200-500
24963,070600030601,500-1000
24964,070600030602,>1000
24965,070600030603,>1000
24966,070600030604,500-1000
24967,070600030701,>1000
24968,070600030702,200-500
24969,070600030703,500-1000
24970,070600030704,>1000
24971,070600030705,200-500
24972,070600030706,>1000
24973,070600030707,>1000
24974,070600030708,200-500
24975,070600040101,>1000
24976,070600040102,>1000
24977,070600040103,500-1000
24978,070600040104,>1000
24979,070600040105,500-1000
24980,070600040201,>1000
24981,070600040202,200-500
24982,070600040203,500-1000
24983,070600040204,>1000
24984,070600040301,>1000
24985,070600040302,500-1000
24986,070600040303,>1000
24987,070600040304,500-1000
24988,070600040305,>1000
24989,070600040306,200-500
24990,070600040307,500-1000
24991,070600040308,500-1000
24992,070600040309,>1000
24993,070600040401,100-200
24994,070600040402,200-500
24995,070600040403,100-200
24996,070600040404,100-200
24997,070600040405,500-1000
24998,070600040501,200-500
