,state,county,state_code,FIPS
7570,ILLINOIS,CHAMPAIGN,IL,17019
7599,ILLINOIS,CHRISTIAN,IL,17021
7616,ILLINOIS,CLARK,IL,17023
7624,ILLINOIS,CLAY,IL,17025
7632,ILLINOIS,CLINTON,IL,17027
7649,ILLINOIS,COLES,IL,17029
7659,ILLINOIS,COOK,IL,17031
7793,ILLINOIS,CRAWFORD,IL,17033
7802,ILLINOIS,CUMBERLAND,IL,17035
7808,ILLINOIS,DE WITT,IL,17039
7816,ILLINOIS,DOUGLAS,IL,17041
7831,ILLINOIS,DU PAGE,IL,17043
7868,ILLINOIS,EDGAR,IL,17045
7881,ILLINOIS,EDWARDS,IL,17047
7888,ILLINOIS,EFFINGHAM,IL,17049
7898,ILLINOIS,FAYETTE,IL,17051
7910,ILLINOIS,FORD,IL,17053
7921,ILLINOIS,FRANKLIN,IL,17055
7942,ILLINOIS,FULTON,IL,17057
7966,ILLINOIS,GALLATIN,IL,17059
7974,ILLINOIS,GREENE,IL,17061
7984,ILLINOIS,GRUNDY,IL,17063
7999,ILLINOIS,HAMILTON,IL,17065
8005,ILLINOIS,HANCOCK,IL,17067
8027,ILLINOIS,HARDIN,IL,17069
8031,ILLINOIS,HENDERSON,IL,17071
8041,ILLINOIS,HENRY,IL,17073
8060,ILLINOIS,IROQUOIS,IL,17075
8086,ILLINOIS,JACKSON,IL,17077
8103,ILLINOIS,JASPER,IL,17079
8111,ILLINOIS,JEFFERSON,IL,17081
8123,ILLINOIS,JERSEY,IL,17083
8134,ILLINOIS,JO DAVIESS,IL,17085
8144,ILLINOIS,JOHNSON,IL,17087
8157,ILLINOIS,KANE,IL,17089
8185,ILLINOIS,KANKAKEE,IL,17091
8202,ILLINOIS,KENDALL,IL,17093
8211,ILLINOIS,KNOX,IL,17095
8230,ILLINOIS,LAKE,IL,17097
8286,ILLINOIS,LA SALLE,IL,17099
8314,ILLINOIS,LAWRENCE,IL,17101
8321,ILLINOIS,LEE,IL,17103
8335,ILLINOIS,LIVINGSTON,IL,17105
8355,ILLINOIS,LOGAN,IL,17107
8371,ILLINOIS,MCDONOUGH,IL,17109
8384,ILLINOIS,MCHENRY,IL,17111
8410,ILLINOIS,MCLEAN,IL,17113
8438,ILLINOIS,MACON,IL,17115
8452,ILLINOIS,MACOUPIN,IL,17117
8478,ILLINOIS,MADISON,IL,17119
8516,ILLINOIS,MARION,IL,17121
8531,ILLINOIS,MARSHALL,IL,17123
8540,ILLINOIS,MASON,IL,17125
8549,ILLINOIS,MASSAC,IL,17127
8553,ILLINOIS,MENARD,IL,17129
8561,ILLINOIS,MERCER,IL,17131
8574,ILLINOIS,MONROE,IL,17133
8581,ILLINOIS,MONTGOMERY,IL,17135
8600,ILLINOIS,MORGAN,IL,17137
8612,ILLINOIS,MOULTRIE,IL,17139
8620,ILLINOIS,OGLE,IL,17141
8643,ILLINOIS,PEORIA,IL,17143
8665,ILLINOIS,PERRY,IL,17145
8674,ILLINOIS,PIATT,IL,17147
8687,ILLINOIS,PIKE,IL,17149
8708,ILLINOIS,POPE,IL,17151
8720,ILLINOIS,PULASKI,IL,17153
8731,ILLINOIS,PUTNAM,IL,17155
8738,ILLINOIS,RANDOLPH,IL,17157
8756,ILLINOIS,RICHLAND,IL,17159
8763,ILLINOIS,ROCK ISLAND,IL,17161
8783,ILLINOIS,ST CLAIR,IL,17163
8816,ILLINOIS,SALINE,IL,17165
8830,ILLINOIS,SANGAMON,IL,17167
8860,ILLINOIS,SCHUYLER,IL,17169
8868,ILLINOIS,SCOTT,IL,17171
8874,ILLINOIS,SHELBY,IL,17173
8887,ILLINOIS,STARK,IL,17175
8893,ILLINOIS,STEPHENSON,IL,17177
8910,ILLINOIS,TAZEWELL,IL,17179
8927,ILLINOIS,UNION,IL,17181
8935,ILLINOIS,VERMILION,IL,17183
8964,ILLINOIS,WABASH,IL,17185
8969,ILLINOIS,WARREN,IL,17187
8978,ILLINOIS,WASHINGTON,IL,17189
8991,ILLINOIS,WAYNE,IL,17191
9004,ILLINOIS,WHITE,IL,17193
9016,ILLINOIS,WHITESIDE,IL,17195
9031,ILLINOIS,WILL,IL,17197
9064,ILLINOIS,WILLIAMSON,IL,17199
9082,ILLINOIS,WINNEBAGO,IL,17201
9095,ILLINOIS,WOODFORD,IL,17203
9109,ILLINOIS,DE KALB,IL,17037
9138,INDIANA,ADAMS,IN,18001
9145,INDIANA,ALLEN,IN,18003
9160,INDIANA,BARTHOLOMEW,IN,18005
9170,INDIANA,BENTON,IN,18007
9178,INDIANA,BLACKFORD,IN,18009
9182,INDIANA,BOONE,IN,18011
9191,INDIANA,BROWN,IN,18013
9193,INDIANA,CARROLL,IN,18015
9204,INDIANA,CASS,IN,18017
9217,INDIANA,CLARK,IN,18019
9233,INDIANA,CLAY,IN,18021
9246,INDIANA,CLINTON,IN,18023
9258,INDIANA,CRAWFORD,IN,18025
9268,INDIANA,DAVIESS,IN,18027
9277,INDIANA,DEARBORN,IN,18029
9289,INDIANA,DECATUR,IN,18031
9297,INDIANA,DEKALB,IN,18033
9298,INDIANA,DELAWARE,IN,18035
9310,INDIANA,DUBOIS,IN,18037
9321,INDIANA,ELKHART,IN,18039
9330,INDIANA,FAYETTE,IN,18041
9333,INDIANA,FLOYD,IN,18043
9340,INDIANA,FOUNTAIN,IN,18045
9350,INDIANA,FRANKLIN,IN,18047
9360,INDIANA,FULTON,IN,18049
9367,INDIANA,GIBSON,IN,18051
9380,INDIANA,GRANT,IN,18053
9393,INDIANA,GREENE,IN,18055
9408,INDIANA,HAMILTON,IN,18057
9418,INDIANA,HANCOCK,IN,18059
9432,INDIANA,HARRISON,IN,18061
9448,INDIANA,HENDRICKS,IN,18063
9462,INDIANA,HENRY,IN,18065
9482,INDIANA,HOWARD,IN,18067
9490,INDIANA,HUNTINGTON,IN,18069
9497,INDIANA,JACKSON,IN,18071
9507,INDIANA,JASPER,IN,18073
9513,INDIANA,JAY,IN,18075
9518,INDIANA,JEFFERSON,IN,18077
9525,INDIANA,JENNINGS,IN,18079
9533,INDIANA,JOHNSON,IN,18081
9544,INDIANA,KNOX,IN,18083
9558,INDIANA,KOSCIUSKO,IN,18085
9574,INDIANA,LAGRANGE,IN,18087
9582,INDIANA,LAKE,IN,18089
9613,INDIANA,LA PORTE,IN,18091
9632,INDIANA,LAWRENCE,IN,18093
9642,INDIANA,MADISON,IN,18095
9657,INDIANA,MARION,IN,18097
9694,INDIANA,MARSHALL,IN,18099
9706,INDIANA,MARTIN,IN,18101
9711,INDIANA,MIAMI,IN,18103
9723,INDIANA,MONROE,IN,18105
9733,INDIANA,MONTGOMERY,IN,18107
9744,INDIANA,MORGAN,IN,18109
9755,INDIANA,NEWTON,IN,18111
9766,INDIANA,NOBLE,IN,18113
9779,INDIANA,OHIO,IN,18115
9781,INDIANA,ORANGE,IN,18117
9785,INDIANA,OWEN,IN,18119
9791,INDIANA,PARKE,IN,18121
9802,INDIANA,PERRY,IN,18123
9817,INDIANA,PIKE,IN,18125
9823,INDIANA,PORTER,IN,18127
9836,INDIANA,POSEY,IN,18129
9844,INDIANA,PULASKI,IN,18131
9851,INDIANA,PUTNAM,IN,18133
9862,INDIANA,RANDOLPH,IN,18135
9873,INDIANA,RIPLEY,IN,18137
9884,INDIANA,RUSH,IN,18139
9894,INDIANA,ST JOSEPH,IN,18141
9906,INDIANA,SCOTT,IN,18143
9912,INDIANA,SHELBY,IN,18145
9923,INDIANA,SPENCER,IN,18147
9939,INDIANA,STARKE,IN,18149
9946,INDIANA,STEUBEN,IN,18151
9955,INDIANA,SULLIVAN,IN,18153
9966,INDIANA,SWITZERLAND,IN,18155
9971,INDIANA,TIPPECANOE,IN,18157
9982,INDIANA,TIPTON,IN,18159
9988,INDIANA,UNION,IN,18161
9993,INDIANA,VANDERBURGH,IN,18163
9997,INDIANA,VERMILLION,IN,18165
10006,INDIANA,VIGO,IN,18167
10028,INDIANA,WABASH,IN,18169
10039,INDIANA,WARREN,IN,18171
10045,INDIANA,WARRICK,IN,18173
10053,INDIANA,WASHINGTON,IN,18175
10060,INDIANA,WAYNE,IN,18177
10077,INDIANA,WELLS,IN,18179
10089,INDIANA,WHITE,IN,18181
10098,INDIANA,WHITLEY,IN,18183
10115,IOWA,ADAIR,IA,19001
10122,IOWA,ADAMS,IA,19003
10129,IOWA,ALLAMAKEE,IA,19005
10136,IOWA,APPANOOSE,IA,19007
10147,IOWA,AUDUBON,IA,19009
10153,IOWA,BENTON,IA,19011
10168,IOWA,BLACK HAWK,IA,19013
10180,IOWA,BOONE,IA,19015
10190,IOWA,BREMER,IA,19017
10199,IOWA,BUCHANAN,IA,19019
10210,IOWA,BUENA VISTA,IA,19021
10220,IOWA,BUTLER,IA,19023
10232,IOWA,CALHOUN,IA,19025
10244,IOWA,CARROLL,IA,19027
10257,IOWA,CASS,IA,19029
10265,IOWA,CEDAR,IA,19031
10274,IOWA,CERRO GORDO,IA,19033
10285,IOWA,CHEROKEE,IA,19035
10293,IOWA,CHICKASAW,IA,19037
10301,IOWA,CLARKE,IA,19039
10304,IOWA,CLAY,IA,19041
10314,IOWA,CLAYTON,IA,19043
10334,IOWA,CLINTON,IA,19045
10351,IOWA,CRAWFORD,IA,19047
10364,IOWA,DALLAS,IA,19049
10379,IOWA,DAVIS,IA,19051
10383,IOWA,DECATUR,IA,19053
10393,IOWA,DELAWARE,IA,19055
10406,IOWA,DES MOINES,IA,19057
10413,IOWA,DICKINSON,IA,19059
10425,IOWA,DUBUQUE,IA,19061
10446,IOWA,EMMET,IA,19063
10452,IOWA,FAYETTE,IA,19065
10468,IOWA,FLOYD,IA,19067
10475,IOWA,FRANKLIN,IA,19069
10487,IOWA,FREMONT,IA,19071
10496,IOWA,GREENE,IA,19073
10505,IOWA,GRUNDY,IA,19075
10514,IOWA,GUTHRIE,IA,19077
10524,IOWA,HAMILTON,IA,19079
10533,IOWA,HANCOCK,IA,19081
10542,IOWA,HARDIN,IA,19083
10555,IOWA,HARRISON,IA,19085
10565,IOWA,HENRY,IA,19087
10576,IOWA,HOWARD,IA,19089
10582,IOWA,HUMBOLDT,IA,19091
10595,IOWA,IDA,IA,19093
10600,IOWA,IOWA,IA,19095
10613,IOWA,JACKSON,IA,19097
10628,IOWA,JASPER,IA,19099
10642,IOWA,JEFFERSON,IA,19101
10649,IOWA,JOHNSON,IA,19103
10661,IOWA,JONES,IA,19105
10674,IOWA,KEOKUK,IA,19107
10691,IOWA,KOSSUTH,IA,19109
10705,IOWA,LEE,IA,19111
10717,IOWA,LINN,IA,19113
10737,IOWA,LOUISA,IA,19115
10746,IOWA,LUCAS,IA,19117
10751,IOWA,LYON,IA,19119
10759,IOWA,MADISON,IA,19121
10767,IOWA,MAHASKA,IA,19123
10779,IOWA,MARION,IA,19125
10794,IOWA,MARSHALL,IA,19127
10808,IOWA,MILLS,IA,19129
10817,IOWA,MITCHELL,IA,19131
10828,IOWA,MONONA,IA,19133
10838,IOWA,MONROE,IA,19135
10842,IOWA,MONTGOMERY,IA,19137
10848,IOWA,MUSCATINE,IA,19139
10858,IOWA,O BRIEN,IA,19141
10868,IOWA,OSCEOLA,IA,19143
10873,IOWA,PAGE,IA,19145
10884,IOWA,PALO ALTO,IA,19147
10893,IOWA,PLYMOUTH,IA,19149
10904,IOWA,POCAHONTAS,IA,19151
10914,IOWA,POLK,IA,19153
10936,IOWA,POTTAWATTAMIE,IA,19155
10951,IOWA,POWESHIEK,IA,19157
10962,IOWA,RINGGOLD,IA,19159
10974,IOWA,SAC,IA,19161
10985,IOWA,SCOTT,IA,19163
11006,IOWA,SHELBY,IA,19165
11017,IOWA,SIOUX,IA,19167
11030,IOWA,STORY,IA,19169
11045,IOWA,TAMA,IA,19171
11059,IOWA,TAYLOR,IA,19173
11068,IOWA,UNION,IA,19175
11078,IOWA,VAN BUREN,IA,19177
11088,IOWA,WAPELLO,IA,19179
11097,IOWA,WARREN,IA,19181
11113,IOWA,WASHINGTON,IA,19183
11122,IOWA,WAYNE,IA,19185
11131,IOWA,WEBSTER,IA,19187
11146,IOWA,WINNEBAGO,IA,19189
11154,IOWA,WINNESHIEK,IA,19191
11162,IOWA,WOODBURY,IA,19193
11177,IOWA,WORTH,IA,19195
11184,IOWA,WRIGHT,IA,19197
11199,KANSAS,ALLEN,KS,20001
11209,KANSAS,ANDERSON,KS,20003
11218,KANSAS,ATCHISON,KS,20005
11225,KANSAS,BARBER,KS,20007
11233,KANSAS,BARTON,KS,20009
11244,KANSAS,BOURBON,KS,20011
11253,KANSAS,BROWN,KS,20013
11263,KANSAS,BUTLER,KS,20015
11278,KANSAS,CHASE,KS,20017
11285,KANSAS,CHAUTAUQUA,KS,20019
11291,KANSAS,CHEROKEE,KS,20021
11303,KANSAS,CHEYENNE,KS,20023
11306,KANSAS,CLARK,KS,20025
11309,KANSAS,CLAY,KS,20027
11317,KANSAS,CLOUD,KS,20029
11325,KANSAS,COFFEY,KS,20031
11333,KANSAS,COMANCHE,KS,20033
11336,KANSAS,COWLEY,KS,20035
11346,KANSAS,CRAWFORD,KS,20037
11360,KANSAS,DECATUR,KS,20039
11365,KANSAS,DICKINSON,KS,20041
11375,KANSAS,DONIPHAN,KS,20043
11384,KANSAS,DOUGLAS,KS,20045
11389,KANSAS,EDWARDS,KS,20047
11394,KANSAS,ELK,KS,20049
11399,KANSAS,ELLIS,KS,20051
11406,KANSAS,ELLSWORTH,KS,20053
11411,KANSAS,FINNEY,KS,20055
11416,KANSAS,FORD,KS,20057
11424,KANSAS,FRANKLIN,KS,20059
11432,KANSAS,GEARY,KS,20061
11436,KANSAS,GOVE,KS,20063
11441,KANSAS,GRAHAM,KS,20065
11446,KANSAS,GRANT,KS,20067
11447,KANSAS,GRAY,KS,20069
11452,KANSAS,GREELEY,KS,20071
11454,KANSAS,GREENWOOD,KS,20073
11464,KANSAS,HAMILTON,KS,20075
11467,KANSAS,HARPER,KS,20077
11474,KANSAS,HARVEY,KS,20079
11481,KANSAS,HASKELL,KS,20081
11483,KANSAS,HODGEMAN,KS,20083
11485,KANSAS,JACKSON,KS,20085
11494,KANSAS,JEFFERSON,KS,20087
11503,KANSAS,JEWELL,KS,20089
11512,KANSAS,JOHNSON,KS,20091
11536,KANSAS,KEARNY,KS,20093
11538,KANSAS,KINGMAN,KS,20095
11547,KANSAS,KIOWA,KS,20097
11552,KANSAS,LABETTE,KS,20099
11561,KANSAS,LANE,KS,20101
11565,KANSAS,LEAVENWORTH,KS,20103
11575,KANSAS,LINCOLN,KS,20105
11580,KANSAS,LINN,KS,20107
11588,KANSAS,LOGAN,KS,20109
11592,KANSAS,LYON,KS,20111
11601,KANSAS,MCPHERSON,KS,20113
11611,KANSAS,MARION,KS,20115
11623,KANSAS,MARSHALL,KS,20117
11637,KANSAS,MEADE,KS,20119
11640,KANSAS,MIAMI,KS,20121
11646,KANSAS,MITCHELL,KS,20123
11654,KANSAS,MONTGOMERY,KS,20125
11665,KANSAS,MORRIS,KS,20127
11674,KANSAS,MORTON,KS,20129
11677,KANSAS,NEMAHA,KS,20131
11687,KANSAS,NEOSHO,KS,20133
11694,KANSAS,NESS,KS,20135
11701,KANSAS,NORTON,KS,20137
11708,KANSAS,OSAGE,KS,20139
11719,KANSAS,OSBORNE,KS,20141
11724,KANSAS,OTTAWA,KS,20143
11732,KANSAS,PAWNEE,KS,20145
11736,KANSAS,PHILLIPS,KS,20147
11745,KANSAS,POTTAWATOMIE,KS,20149
11758,KANSAS,PRATT,KS,20151
11765,KANSAS,RAWLINS,KS,20153
11769,KANSAS,RENO,KS,20155
11787,KANSAS,REPUBLIC,KS,20157
11796,KANSAS,RICE,KS,20159
11805,KANSAS,RILEY,KS,20161
11811,KANSAS,ROOKS,KS,20163
11818,KANSAS,RUSH,KS,20165
11827,KANSAS,RUSSELL,KS,20167
11835,KANSAS,SALINE,KS,20169
11846,KANSAS,SCOTT,KS,20171
11848,KANSAS,SEDGWICK,KS,20173
11869,KANSAS,SEWARD,KS,20175
11871,KANSAS,SHAWNEE,KS,20177
11883,KANSAS,SHERIDAN,KS,20179
11887,KANSAS,SHERMAN,KS,20181
11890,KANSAS,SMITH,KS,20183
11897,KANSAS,STAFFORD,KS,20185
11904,KANSAS,STANTON,KS,20187
11906,KANSAS,STEVENS,KS,20189
11908,KANSAS,SUMNER,KS,20191
11922,KANSAS,THOMAS,KS,20193
11928,KANSAS,TREGO,KS,20195
11931,KANSAS,WABAUNSEE,KS,20197
11938,KANSAS,WALLACE,KS,20199
11941,KANSAS,WASHINGTON,KS,20201
11953,KANSAS,WICHITA,KS,20203
11956,KANSAS,WILSON,KS,20205
11964,KANSAS,WOODSON,KS,20207
11968,KANSAS,WYANDOTTE,KS,20209
11976,KENTUCKY,ADAIR,KY,21001
11986,KENTUCKY,ALLEN,KY,21003
11991,KENTUCKY,ANDERSON,KY,21005
11994,KENTUCKY,BALLARD,KY,21007
12002,KENTUCKY,BARREN,KY,21009
12012,KENTUCKY,BATH,KY,21011
12019,KENTUCKY,BELL,KY,21013
12041,KENTUCKY,BOONE,KY,21015
12052,KENTUCKY,BOURBON,KY,21017
12055,KENTUCKY,BOYD,KY,21019
12060,KENTUCKY,BOYLE,KY,21021
12066,KENTUCKY,BRACKEN,KY,21023
12071,KENTUCKY,BREATHITT,KY,21025
12094,KENTUCKY,BRECKINRIDGE,KY,21027
12117,KENTUCKY,BULLITT,KY,21029
12123,KENTUCKY,BUTLER,KY,21031
12135,KENTUCKY,CALDWELL,KY,21033
12138,KENTUCKY,CALLOWAY,KY,21035
12148,KENTUCKY,CAMPBELL,KY,21037
12163,KENTUCKY,CARLISLE,KY,21039
12167,KENTUCKY,CARROLL,KY,21041
12172,KENTUCKY,CARTER,KY,21043
12185,KENTUCKY,CASEY,KY,21045
12193,KENTUCKY,CHRISTIAN,KY,21047
12203,KENTUCKY,CLARK,KY,21049
12205,KENTUCKY,CLAY,KY,21051
12224,KENTUCKY,CLINTON,KY,21053
12227,KENTUCKY,CRITTENDEN,KY,21055
12231,KENTUCKY,CUMBERLAND,KY,21057
12239,KENTUCKY,DAVIESS,KY,21059
12249,KENTUCKY,EDMONSON,KY,21061
12258,KENTUCKY,ELLIOTT,KY,21063
12266,KENTUCKY,ESTILL,KY,21065
12273,KENTUCKY,FAYETTE,KY,21067
12277,KENTUCKY,FLEMING,KY,21069
12285,KENTUCKY,FLOYD,KY,21071
12337,KENTUCKY,FRANKLIN,KY,21073
12340,KENTUCKY,FULTON,KY,21075
12345,KENTUCKY,GALLATIN,KY,21077
12348,KENTUCKY,GARRARD,KY,21079
12351,KENTUCKY,GRANT,KY,21081
12360,KENTUCKY,GRAVES,KY,21083
12373,KENTUCKY,GRAYSON,KY,21085
12384,KENTUCKY,GREEN,KY,21087
12386,KENTUCKY,GREENUP,KY,21089
12403,KENTUCKY,HANCOCK,KY,21091
12406,KENTUCKY,HARDIN,KY,21093
12423,KENTUCKY,HARLAN,KY,21095
12465,KENTUCKY,HARRISON,KY,21097
12467,KENTUCKY,HART,KY,21099
12478,KENTUCKY,HENDERSON,KY,21101
12486,KENTUCKY,HENRY,KY,21103
12501,KENTUCKY,HICKMAN,KY,21105
12504,KENTUCKY,HOPKINS,KY,21107
12514,KENTUCKY,JACKSON,KY,21109
12530,KENTUCKY,JEFFERSON,KY,21111
12594,KENTUCKY,JESSAMINE,KY,21113
12600,KENTUCKY,JOHNSON,KY,21115
12635,KENTUCKY,KENTON,KY,21117
12658,KENTUCKY,KNOTT,KY,21119
12692,KENTUCKY,KNOX,KY,21121
12713,KENTUCKY,LARUE,KY,21123
12718,KENTUCKY,LAUREL,KY,21125
12730,KENTUCKY,LAWRENCE,KY,21127
12741,KENTUCKY,LEE,KY,21129
12754,KENTUCKY,LESLIE,KY,21131
12779,KENTUCKY,LETCHER,KY,21133
12808,KENTUCKY,LEWIS,KY,21135
12818,KENTUCKY,LINCOLN,KY,21137
12826,KENTUCKY,LIVINGSTON,KY,21139
12837,KENTUCKY,LOGAN,KY,21141
12845,KENTUCKY,LYON,KY,21143
12847,KENTUCKY,MCCRACKEN,KY,21145
12854,KENTUCKY,MCCREARY,KY,21147
12869,KENTUCKY,MCLEAN,KY,21149
12875,KENTUCKY,MADISON,KY,21151
12885,KENTUCKY,MAGOFFIN,KY,21153
12914,KENTUCKY,MARION,KY,21155
12923,KENTUCKY,MARSHALL,KY,21157
12927,KENTUCKY,MARTIN,KY,21159
12938,KENTUCKY,MASON,KY,21161
12947,KENTUCKY,MEADE,KY,21163
12958,KENTUCKY,MENIFEE,KY,21165
12965,KENTUCKY,MERCER,KY,21167
12969,KENTUCKY,METCALFE,KY,21169
12974,KENTUCKY,MONROE,KY,21171
12981,KENTUCKY,MONTGOMERY,KY,21173
12985,KENTUCKY,MORGAN,KY,21175
13010,KENTUCKY,MUHLENBERG,KY,21177
13027,KENTUCKY,NELSON,KY,21179
13041,KENTUCKY,NICHOLAS,KY,21181
13043,KENTUCKY,OHIO,KY,21183
13057,KENTUCKY,OLDHAM,KY,21185
13064,KENTUCKY,OWEN,KY,21187
13074,KENTUCKY,OWSLEY,KY,21189
13082,KENTUCKY,PENDLETON,KY,21191
13085,KENTUCKY,PERRY,KY,21193
13122,KENTUCKY,PIKE,KY,21195
13192,KENTUCKY,POWELL,KY,21197
13198,KENTUCKY,PULASKI,KY,21199
13218,KENTUCKY,ROBERTSON,KY,21201
13219,KENTUCKY,ROCKCASTLE,KY,21203
13231,KENTUCKY,ROWAN,KY,21205
13236,KENTUCKY,RUSSELL,KY,21207
13240,KENTUCKY,SCOTT,KY,21209
13243,KENTUCKY,SHELBY,KY,21211
13253,KENTUCKY,SIMPSON,KY,21213
13254,KENTUCKY,SPENCER,KY,21215
13256,KENTUCKY,TAYLOR,KY,21217
13260,KENTUCKY,TODD,KY,21219
13269,KENTUCKY,TRIGG,KY,21221
13273,KENTUCKY,TRIMBLE,KY,21223
13275,KENTUCKY,UNION,KY,21225
13281,KENTUCKY,WARREN,KY,21227
13292,KENTUCKY,WASHINGTON,KY,21229
13297,KENTUCKY,WAYNE,KY,21231
13309,KENTUCKY,WEBSTER,KY,21233
13318,KENTUCKY,WHITLEY,KY,21235
13327,KENTUCKY,WOLFE,KY,21237
13339,KENTUCKY,WOODFORD,KY,21239
13346,LOUISIANA,ACADIA,LA,22001
13357,LOUISIANA,ALLEN,LA,22003
13366,LOUISIANA,ASCENSION,LA,22005
13376,LOUISIANA,ASSUMPTION,LA,22007
13383,LOUISIANA,AVOYELLES,LA,22009
13400,LOUISIANA,BEAUREGARD,LA,22011
13408,LOUISIANA,BIENVILLE,LA,22013
13417,LOUISIANA,BOSSIER,LA,22015
13428,LOUISIANA,CADDO,LA,22017
13448,LOUISIANA,CALCASIEU,LA,22019
13463,LOUISIANA,CALDWELL,LA,22021
13469,LOUISIANA,CAMERON,LA,22023
13474,LOUISIANA,CATAHOULA,LA,22025
13485,LOUISIANA,CLAIBORNE,LA,22027
13491,LOUISIANA,CONCORDIA,LA,22029
13501,LOUISIANA,DE SOTO,LA,22031
13515,LOUISIANA,EAST BATON ROUGE,LA,22033
13521,LOUISIANA,EAST CARROLL,LA,22035
13524,LOUISIANA,EAST FELICIANA,LA,22037
13532,LOUISIANA,EVANGELINE,LA,22039
13541,LOUISIANA,FRANKLIN,LA,22041
13550,LOUISIANA,GRANT,LA,22043
13558,LOUISIANA,IBERIA,LA,22045
13565,LOUISIANA,IBERVILLE,LA,22047
13578,LOUISIANA,JACKSON,LA,22049
13587,LOUISIANA,JEFFERSON,LA,22051
13605,LOUISIANA,JEFFERSON DAVIS,LA,22053
13612,LOUISIANA,LAFAYETTE,LA,22055
13620,LOUISIANA,LAFOURCHE,LA,22057
13632,LOUISIANA,LA SALLE,LA,22059
13639,LOUISIANA,LINCOLN,LA,22061
13644,LOUISIANA,LIVINGSTON,LA,22063
13657,LOUISIANA,MADISON,LA,22065
13662,LOUISIANA,MOREHOUSE,LA,22067
13668,LOUISIANA,NATCHITOCHES,LA,22069
13689,LOUISIANA,ORLEANS,LA,22071
13691,LOUISIANA,OUACHITA,LA,22073
13702,LOUISIANA,PLAQUEMINES,LA,22075
13720,LOUISIANA,POINTE COUPEE,LA,22077
13739,LOUISIANA,RAPIDES,LA,22079
13770,LOUISIANA,RED RIVER,LA,22081
13777,LOUISIANA,RICHLAND,LA,22083
13787,LOUISIANA,SABINE,LA,22085
13797,LOUISIANA,ST BERNARD,LA,22087
13805,LOUISIANA,ST CHARLES,LA,22089
13818,LOUISIANA,ST HELENA,LA,22091
13821,LOUISIANA,ST JAMES,LA,22093
13830,LOUISIANA,ST JOHN THE BAPTIST,LA,22095
13836,LOUISIANA,ST LANDRY,LA,22097
13854,LOUISIANA,ST MARTIN,LA,22099
13861,LOUISIANA,ST MARY,LA,22101
13872,LOUISIANA,ST TAMMANY,LA,22103
13884,LOUISIANA,TANGIPAHOA,LA,22105
13900,LOUISIANA,TENSAS,LA,22107
13903,LOUISIANA,TERREBONNE,LA,22109
13915,LOUISIANA,UNION,LA,22111
13927,LOUISIANA,VERMILION,LA,22113
13935,LOUISIANA,VERNON,LA,22115
13952,LOUISIANA,WASHINGTON,LA,22117
13957,LOUISIANA,WEBSTER,LA,22119
13968,LOUISIANA,WEST BATON ROUGE,LA,22121
13973,LOUISIANA,WEST CARROLL,LA,22123
13979,LOUISIANA,WEST FELICIANA,LA,22125
13986,LOUISIANA,WINN,LA,22127
13997,MAINE,ANDROSCOGGIN,ME,23001
14021,MAINE,AROOSTOOK,ME,23003
14083,MAINE,CUMBERLAND,ME,23005
14130,MAINE,FRANKLIN,ME,23007
14153,MAINE,HANCOCK,ME,23009
14214,MAINE,KENNEBEC,ME,23011
14253,MAINE,KNOX,ME,23013
14278,MAINE,LINCOLN,ME,23015
14314,MAINE,OXFORD,ME,23017
14362,MAINE,PENOBSCOT,ME,23019
14424,MAINE,PISCATAQUIS,ME,23021
14442,MAINE,SAGADAHOC,ME,23023
14455,MAINE,SOMERSET,ME,23025
14484,MAINE,WALDO,ME,23027
14507,MAINE,WASHINGTON,ME,23029
14549,MAINE,YORK,ME,23031
14655,MARYLAND,ALLEGANY,MD,24001
14678,MARYLAND,ANNE ARUNDEL,MD,24003
14736,MARYLAND,BALTIMORE,MD,24005
14737,MARYLAND,BALTIMORE CITY,MD,24510
14866,MARYLAND,CALVERT,MD,24009
14881,MARYLAND,CAROLINE,MD,24011
14896,MARYLAND,CARROLL,MD,24013
14921,MARYLAND,CECIL,MD,24015
14941,MARYLAND,CHARLES,MD,24017
14968,MARYLAND,DORCHESTER,MD,24019
14993,MARYLAND,FREDERICK,MD,24021
15034,MARYLAND,GARRETT,MD,24023
15046,MARYLAND,HARFORD,MD,24025
15074,MARYLAND,HOWARD,MD,24027
15101,MARYLAND,KENT,MD,24029
15115,MARYLAND,MONTGOMERY,MD,24031
15166,MARYLAND,PRINCE GEORGE'S,MD,24033
15264,MARYLAND,QUEEN ANNE'S,MD,24035
15281,MARYLAND,ST. MARY'S,MD,24037
15313,MARYLAND,SOMERSET,MD,24039
15330,MARYLAND,TALBOT,MD,24041
15347,MARYLAND,WASHINGTON,MD,24043
15371,MARYLAND,WICOMICO,MD,24045
15388,MARYLAND,WORCESTER,MD,24047
15420,MASSACHUSETTS,BARNSTABLE,MA,25001
15484,MASSACHUSETTS,BERKSHIRE,MA,25003
15528,MASSACHUSETTS,BRISTOL,MA,25005
15561,MASSACHUSETTS,DUKES,MA,25007
15570,MASSACHUSETTS,ESSEX,MA,25009
15614,MASSACHUSETTS,FRANKLIN,MA,25011
15648,MASSACHUSETTS,HAMPDEN,MA,25013
15678,MASSACHUSETTS,HAMPSHIRE,MA,25015
15707,MASSACHUSETTS,MIDDLESEX,MA,25017
