,state,county,state_code,FIPS
32468,SOUTH DAKOTA,DAY,SD,46037
32477,SOUTH DAKOTA,DEUEL,SD,46039
32485,SOUTH DAKOTA,DEWEY,SD,46041
32495,SOUTH DAKOTA,DOUGLAS,SD,46043
32500,SOUTH DAKOTA,EDMUNDS,SD,46045
32506,SOUTH DAKOTA,FALL RIVER,SD,46047
32513,SOUTH DAKOTA,FAULK,SD,46049
32522,SOUTH DAKOTA,GRANT,SD,46051
32531,SOUTH DAKOTA,GREGORY,SD,46053
32539,SOUTH DAKOTA,HAAKON,SD,46055
32543,SOUTH DAKOTA,HAMLIN,SD,46057
32550,SOUTH DAKOTA,HAND,SD,46059
32554,SOUTH DAKOTA,HANSON,SD,46061
32558,SOUTH DAKOTA,HARDING,SD,46063
32565,SOUTH DAKOTA,HUGHES,SD,46065
32568,SOUTH DAKOTA,HUTCHINSON,SD,46067
32575,SOUTH DAKOTA,HYDE,SD,46069
32578,SOUTH DAKOTA,JACKSON,SD,46071
32585,SOUTH DAKOTA,JERAULD,SD,46073
32588,SOUTH DAKOTA,JONES,SD,46075
32592,SOUTH DAKOTA,KINGSBURY,SD,46077
32602,SOUTH DAKOTA,LAKE,SD,46079
32609,SOUTH DAKOTA,LAWRENCE,SD,46081
32616,SOUTH DAKOTA,LINCOLN,SD,46083
32624,SOUTH DAKOTA,LYMAN,SD,46085
32631,SOUTH DAKOTA,MCCOOK,SD,46087
32636,SOUTH DAKOTA,MCPHERSON,SD,46089
32641,SOUTH DAKOTA,MARSHALL,SD,46091
32649,SOUTH DAKOTA,MEADE,SD,46093
32663,SOUTH DAKOTA,MELLETTE,SD,46095
32666,SOUTH DAKOTA,MINER,SD,46097
32672,SOUTH DAKOTA,MINNEHAHA,SD,46099
32687,SOUTH DAKOTA,MOODY,SD,46101
32692,SOUTH DAKOTA,PENNINGTON,SD,46103
32710,SOUTH DAKOTA,PERKINS,SD,46105
32718,SOUTH DAKOTA,POTTER,SD,46107
32722,SOUTH DAKOTA,ROBERTS,SD,46109
32732,SOUTH DAKOTA,SANBORN,SD,46111
32736,SOUTH DAKOTA,SHANNON,SD,46113
32745,SOUTH DAKOTA,SPINK,SD,46115
32757,SOUTH DAKOTA,STANLEY,SD,46117
32760,SOUTH DAKOTA,SULLY,SD,46119
32762,SOUTH DAKOTA,TODD,SD,46121
32767,SOUTH DAKOTA,TRIPP,SD,46123
32777,SOUTH DAKOTA,TURNER,SD,46125
32787,SOUTH DAKOTA,UNION,SD,46127
32792,SOUTH DAKOTA,WALWORTH,SD,46129
32799,SOUTH DAKOTA,YANKTON,SD,46135
32806,SOUTH DAKOTA,ZIEBACH,SD,46137
32811,TENNESSEE,ANDERSON,TN,47001
32820,TENNESSEE,BEDFORD,TN,47003
32825,TENNESSEE,BENTON,TN,47005
32830,TENNESSEE,BLEDSOE,TN,47007
32831,TENNESSEE,BLOUNT,TN,47009
32843,TENNESSEE,BRADLEY,TN,47011
32847,TENNESSEE,CAMPBELL,TN,47013
32857,TENNESSEE,CANNON,TN,47015
32861,TENNESSEE,CARROLL,TN,47017
32876,TENNESSEE,CARTER,TN,47019
32882,TENNESSEE,CHEATHAM,TN,47021
32887,TENNESSEE,CHESTER,TN,47023
32892,TENNESSEE,CLAIBORNE,TN,47025
32903,TENNESSEE,CLAY,TN,47027
32906,TENNESSEE,COCKE,TN,47029
32912,TENNESSEE,COFFEE,TN,47031
32918,TENNESSEE,CROCKETT,TN,47033
32925,TENNESSEE,CUMBERLAND,TN,47035
32931,TENNESSEE,DAVIDSON,TN,47037
32950,TENNESSEE,DECATUR,TN,47039
32955,TENNESSEE,DICKSON,TN,47043
32964,TENNESSEE,DYER,TN,47045
32974,TENNESSEE,FAYETTE,TN,47047
32986,TENNESSEE,FENTRESS,TN,47049
32993,TENNESSEE,FRANKLIN,TN,47051
33003,TENNESSEE,GIBSON,TN,47053
33017,TENNESSEE,GILES,TN,47055
33027,TENNESSEE,GRAINGER,TN,47057
33033,TENNESSEE,GREENE,TN,47059
33042,TENNESSEE,GRUNDY,TN,47061
33052,TENNESSEE,HAMBLEN,TN,47063
33056,TENNESSEE,HAMILTON,TN,47065
33078,TENNESSEE,HANCOCK,TN,47067
33081,TENNESSEE,HARDEMAN,TN,47069
33093,TENNESSEE,HARDIN,TN,47071
33102,TENNESSEE,HAWKINS,TN,47073
33114,TENNESSEE,HAYWOOD,TN,47075
33116,TENNESSEE,HENDERSON,TN,47077
33124,TENNESSEE,HENRY,TN,47079
33133,TENNESSEE,HICKMAN,TN,47081
33144,TENNESSEE,HOUSTON,TN,47083
33147,TENNESSEE,HUMPHREYS,TN,47085
33153,TENNESSEE,JACKSON,TN,47087
33156,TENNESSEE,JEFFERSON,TN,47089
33162,TENNESSEE,JOHNSON,TN,47091
33168,TENNESSEE,KNOX,TN,47093
33174,TENNESSEE,LAKE,TN,47095
33177,TENNESSEE,LAUDERDALE,TN,47097
33182,TENNESSEE,LAWRENCE,TN,47099
33192,TENNESSEE,LEWIS,TN,47101
33194,TENNESSEE,LINCOLN,TN,47103
33203,TENNESSEE,LOUDON,TN,47105
33208,TENNESSEE,MCMINN,TN,47107
33214,TENNESSEE,MCNAIRY,TN,47109
33228,TENNESSEE,MACON,TN,47111
33230,TENNESSEE,MADISON,TN,47113
33241,TENNESSEE,MARION,TN,47115
33253,TENNESSEE,MARSHALL,TN,47117
33260,TENNESSEE,MAURY,TN,47119
33267,TENNESSEE,MEIGS,TN,47121
33269,TENNESSEE,MONROE,TN,47123
33275,TENNESSEE,MONTGOMERY,TN,47125
33282,TENNESSEE,MOORE,TN,47127
33283,TENNESSEE,MORGAN,TN,47129
33291,TENNESSEE,OBION,TN,47131
33302,TENNESSEE,OVERTON,TN,47133
33310,TENNESSEE,PERRY,TN,47135
33313,TENNESSEE,PICKETT,TN,47137
33314,TENNESSEE,POLK,TN,47139
33327,TENNESSEE,PUTNAM,TN,47141
33334,TENNESSEE,RHEA,TN,47143
33340,TENNESSEE,ROANE,TN,47145
33346,TENNESSEE,ROBERTSON,TN,47147
33354,TENNESSEE,RUTHERFORD,TN,47149
33365,TENNESSEE,SCOTT,TN,47151
33375,TENNESSEE,SEQUATCHIE,TN,47153
33376,TENNESSEE,SEVIER,TN,47155
33381,TENNESSEE,SHELBY,TN,47157
33398,TENNESSEE,SMITH,TN,47159
33411,TENNESSEE,STEWART,TN,47161
33417,TENNESSEE,SULLIVAN,TN,47163
33424,TENNESSEE,SUMNER,TN,47165
33433,TENNESSEE,TIPTON,TN,47167
33444,TENNESSEE,TROUSDALE,TN,47169
33445,TENNESSEE,UNICOI,TN,47171
33449,TENNESSEE,UNION,TN,47173
33452,TENNESSEE,VAN BUREN,TN,47175
33453,TENNESSEE,WARREN,TN,47177
33461,TENNESSEE,WASHINGTON,TN,47179
33469,TENNESSEE,WAYNE,TN,47181
33474,TENNESSEE,WEAKLEY,TN,47183
33482,TENNESSEE,WHITE,TN,47185
33486,TENNESSEE,WILLIAMSON,TN,47187
33495,TENNESSEE,WILSON,TN,47189
33500,TENNESSEE,DE KALB,TN,47041
33521,TEXAS,ANDERSON,TX,48001
33529,TEXAS,ANDREWS,TX,48003
33531,TEXAS,ANGELINA,TX,48005
33540,TEXAS,ARANSAS,TX,48007
33544,TEXAS,ARCHER,TX,48009
33551,TEXAS,ARMSTRONG,TX,48011
33553,TEXAS,ATASCOSA,TX,48013
33564,TEXAS,AUSTIN,TX,48015
33573,TEXAS,BAILEY,TX,48017
33578,TEXAS,BANDERA,TX,48019
33583,TEXAS,BASTROP,TX,48021
33591,TEXAS,BAYLOR,TX,48023
33594,TEXAS,BEE,TX,48025
33603,TEXAS,BELL,TX,48027
33621,TEXAS,BEXAR,TX,48029
33653,TEXAS,BLANCO,TX,48031
33659,TEXAS,BORDEN,TX,48033
33660,TEXAS,BOSQUE,TX,48035
33670,TEXAS,BOWIE,TX,48037
33682,TEXAS,BRAZORIA,TX,48039
33710,TEXAS,BRAZOS,TX,48041
33715,TEXAS,BREWSTER,TX,48043
33719,TEXAS,BRISCOE,TX,48045
33721,TEXAS,BROOKS,TX,48047
33723,TEXAS,BROWN,TX,48049
33731,TEXAS,BURLESON,TX,48051
33739,TEXAS,BURNET,TX,48053
33745,TEXAS,CALDWELL,TX,48055
33752,TEXAS,CALHOUN,TX,48057
33757,TEXAS,CALLAHAN,TX,48059
33761,TEXAS,CAMERON,TX,48061
33780,TEXAS,CAMP,TX,48063
33783,TEXAS,CARSON,TX,48065
33789,TEXAS,CASS,TX,48067
33801,TEXAS,CASTRO,TX,48069
33807,TEXAS,CHAMBERS,TX,48071
33818,TEXAS,CHEROKEE,TX,48073
33834,TEXAS,CHILDRESS,TX,48075
33838,TEXAS,CLAY,TX,48077
33845,TEXAS,COCHRAN,TX,48079
33848,TEXAS,COKE,TX,48081
33854,TEXAS,COLEMAN,TX,48083
33868,TEXAS,COLLIN,TX,48085
33899,TEXAS,COLLINGSWORTH,TX,48087
33903,TEXAS,COLORADO,TX,48089
33911,TEXAS,COMAL,TX,48091
33921,TEXAS,COMANCHE,TX,48093
33929,TEXAS,CONCHO,TX,48095
33934,TEXAS,COOKE,TX,48097
33942,TEXAS,CORYELL,TX,48099
33956,TEXAS,COTTLE,TX,48101
33960,TEXAS,CRANE,TX,48103
33961,TEXAS,CROCKETT,TX,48105
33962,TEXAS,CROSBY,TX,48107
33966,TEXAS,CULBERSON,TX,48109
33967,TEXAS,DALLAM,TX,48111
33969,TEXAS,DALLAS,TX,48113
34000,TEXAS,DAWSON,TX,48115
34005,TEXAS,DEAF SMITH,TX,48117
34006,TEXAS,DELTA,TX,48119
34013,TEXAS,DENTON,TX,48121
34045,TEXAS,DE WITT,TX,48123
34053,TEXAS,DICKENS,TX,48125
34057,TEXAS,DIMMIT,TX,48127
34061,TEXAS,DONLEY,TX,48129
34065,TEXAS,DUVAL,TX,48131
34071,TEXAS,EASTLAND,TX,48133
34080,TEXAS,ECTOR,TX,48135
34085,TEXAS,EDWARDS,TX,48137
34088,TEXAS,ELLIS,TX,48139
34107,TEXAS,EL PASO,TX,48141
34122,TEXAS,ERATH,TX,48143
34129,TEXAS,FALLS,TX,48145
34141,TEXAS,FANNIN,TX,48147
34156,TEXAS,FAYETTE,TX,48149
34171,TEXAS,FISHER,TX,48151
34177,TEXAS,FLOYD,TX,48153
34183,TEXAS,FOARD,TX,48155
34185,TEXAS,FORT BEND,TX,48157
34204,TEXAS,FRANKLIN,TX,48159
34207,TEXAS,FREESTONE,TX,48161
34215,TEXAS,FRIO,TX,48163
34219,TEXAS,GAINES,TX,48165
34222,TEXAS,GALVESTON,TX,48167
34244,TEXAS,GARZA,TX,48169
34247,TEXAS,GILLESPIE,TX,48171
34254,TEXAS,GLASSCOCK,TX,48173
34255,TEXAS,GOLIAD,TX,48175
34259,TEXAS,GONZALES,TX,48177
34271,TEXAS,GRAY,TX,48179
34276,TEXAS,GRAYSON,TX,48181
34296,TEXAS,GREGG,TX,48183
34308,TEXAS,GRIMES,TX,48185
34319,TEXAS,GUADALUPE,TX,48187
34330,TEXAS,HALE,TX,48189
34337,TEXAS,HALL,TX,48191
34341,TEXAS,HAMILTON,TX,48193
34348,TEXAS,HANSFORD,TX,48195
34351,TEXAS,HARDEMAN,TX,48197
34354,TEXAS,HARDIN,TX,48199
34366,TEXAS,HARRIS,TX,48201
34419,TEXAS,HARRISON,TX,48203
34432,TEXAS,HARTLEY,TX,48205
34436,TEXAS,HASKELL,TX,48207
34443,TEXAS,HAYS,TX,48209
34450,TEXAS,HEMPHILL,TX,48211
34452,TEXAS,HENDERSON,TX,48213
34472,TEXAS,HIDALGO,TX,48215
34500,TEXAS,HILL,TX,48217
34517,TEXAS,HOCKLEY,TX,48219
34525,TEXAS,HOOD,TX,48221
34531,TEXAS,HOPKINS,TX,48223
34541,TEXAS,HOUSTON,TX,48225
34548,TEXAS,HOWARD,TX,48227
34554,TEXAS,HUDSPETH,TX,48229
34562,TEXAS,HUNT,TX,48231
34575,TEXAS,HUTCHINSON,TX,48233
34583,TEXAS,IRION,TX,48235
34586,TEXAS,JACK,TX,48237
34593,TEXAS,JACKSON,TX,48239
34600,TEXAS,JASPER,TX,48241
34608,TEXAS,JEFF DAVIS,TX,48243
34610,TEXAS,JEFFERSON,TX,48245
34628,TEXAS,JIM HOGG,TX,48247
34630,TEXAS,JIM WELLS,TX,48249
34637,TEXAS,JOHNSON,TX,48251
34649,TEXAS,JONES,TX,48253
34656,TEXAS,KARNES,TX,48255
34665,TEXAS,KAUFMAN,TX,48257
34682,TEXAS,KENDALL,TX,48259
34688,TEXAS,KENEDY,TX,48261
34690,TEXAS,KENT,TX,48263
34693,TEXAS,KERR,TX,48265
34699,TEXAS,KIMBLE,TX,48267
34704,TEXAS,KING,TX,48269
34706,TEXAS,KINNEY,TX,48271
34708,TEXAS,KLEBERG,TX,48273
34712,TEXAS,KNOX,TX,48275
34719,TEXAS,LAMAR,TX,48277
34734,TEXAS,LAMB,TX,48279
34742,TEXAS,LAMPASAS,TX,48281
34748,TEXAS,LA SALLE,TX,48283
34753,TEXAS,LAVACA,TX,48285
34760,TEXAS,LEE,TX,48287
34765,TEXAS,LEON,TX,48289
34774,TEXAS,LIBERTY,TX,48291
34788,TEXAS,LIMESTONE,TX,48293
34796,TEXAS,LIPSCOMB,TX,48295
34801,TEXAS,LIVE OAK,TX,48297
34805,TEXAS,LLANO,TX,48299
34815,TEXAS,LOVING,TX,48301
34816,TEXAS,LUBBOCK,TX,48303
34828,TEXAS,LYNN,TX,48305
34834,TEXAS,MCCULLOCH,TX,48307
34846,TEXAS,MCLENNAN,TX,48309
34875,TEXAS,MCMULLEN,TX,48311
34877,TEXAS,MADISON,TX,48313
34881,TEXAS,MARION,TX,48315
34885,TEXAS,MARTIN,TX,48317
34888,TEXAS,MASON,TX,48319
34894,TEXAS,MATAGORDA,TX,48321
34909,TEXAS,MAVERICK,TX,48323
34913,TEXAS,MEDINA,TX,48325
34923,TEXAS,MENARD,TX,48327
34926,TEXAS,MIDLAND,TX,48329
34927,TEXAS,MILAM,TX,48331
34938,TEXAS,MILLS,TX,48333
34943,TEXAS,MITCHELL,TX,48335
34946,TEXAS,MONTAGUE,TX,48337
34955,TEXAS,MONTGOMERY,TX,48339
34976,TEXAS,MOORE,TX,48341
34982,TEXAS,MORRIS,TX,48343
34987,TEXAS,MOTLEY,TX,48345
34991,TEXAS,NACOGDOCHES,TX,48347
35001,TEXAS,NAVARRO,TX,48349
35022,TEXAS,NEWTON,TX,48351
35029,TEXAS,NOLAN,TX,48353
35034,TEXAS,NUECES,TX,48355
35046,TEXAS,OCHILTREE,TX,48357
35050,TEXAS,OLDHAM,TX,48359
35054,TEXAS,ORANGE,TX,48361
35062,TEXAS,PALO PINTO,TX,48363
35072,TEXAS,PANOLA,TX,48365
35080,TEXAS,PARKER,TX,48367
35096,TEXAS,PARMER,TX,48369
35102,TEXAS,PECOS,TX,48371
35108,TEXAS,POLK,TX,48373
35121,TEXAS,POTTER,TX,48375
35125,TEXAS,PRESIDIO,TX,48377
35130,TEXAS,RAINS,TX,48379
35133,TEXAS,RANDALL,TX,48381
35138,TEXAS,REAGAN,TX,48383
35141,TEXAS,REAL,TX,48385
35144,TEXAS,RED RIVER,TX,48387
35153,TEXAS,REEVES,TX,48389
35160,TEXAS,REFUGIO,TX,48391
35166,TEXAS,ROBERTS,TX,48393
35167,TEXAS,ROBERTSON,TX,48395
35176,TEXAS,ROCKWALL,TX,48397
35182,TEXAS,RUNNELS,TX,48399
35190,TEXAS,RUSK,TX,48401
35204,TEXAS,SABINE,TX,48403
35211,TEXAS,SAN AUGUSTINE,TX,48405
35213,TEXAS,SAN JACINTO,TX,48407
35217,TEXAS,SAN PATRICIO,TX,48409
35228,TEXAS,SAN SABA,TX,48411
35232,TEXAS,SCHLEICHER,TX,48413
35234,TEXAS,SCURRY,TX,48415
35240,TEXAS,SHACKELFORD,TX,48417
35242,TEXAS,SHELBY,TX,48419
35249,TEXAS,SHERMAN,TX,48421
35251,TEXAS,SMITH,TX,48423
35263,TEXAS,SOMERVELL,TX,48425
35266,TEXAS,STARR,TX,48427
35280,TEXAS,STEPHENS,TX,48429
35282,TEXAS,STERLING,TX,48431
35283,TEXAS,STONEWALL,TX,48433
35286,TEXAS,SUTTON,TX,48435
35287,TEXAS,SWISHER,TX,48437
35290,TEXAS,TARRANT,TX,48439
35331,TEXAS,TAYLOR,TX,48441
35342,TEXAS,TERRELL,TX,48443
35344,TEXAS,TERRY,TX,48445
35348,TEXAS,THROCKMORTON,TX,48447
35351,TEXAS,TITUS,TX,48449
35356,TEXAS,TOM GREEN,TX,48451
35368,TEXAS,TRAVIS,TX,48453
35385,TEXAS,TRINITY,TX,48455
35392,TEXAS,TYLER,TX,48457
35401,TEXAS,UPSHUR,TX,48459
35409,TEXAS,UPTON,TX,48461
35412,TEXAS,UVALDE,TX,48463
35418,TEXAS,VAL VERDE,TX,48465
35425,TEXAS,VAN ZANDT,TX,48467
35436,TEXAS,VICTORIA,TX,48469
35445,TEXAS,WALKER,TX,48471
35449,TEXAS,WALLER,TX,48473
35455,TEXAS,WARD,TX,48475
35462,TEXAS,WASHINGTON,TX,48477
35467,TEXAS,WEBB,TX,48479
35474,TEXAS,WHARTON,TX,48481
35491,TEXAS,WHEELER,TX,48483
35499,TEXAS,WICHITA,TX,48485
35507,TEXAS,WILBARGER,TX,48487
35511,TEXAS,WILLACY,TX,48489
35517,TEXAS,WILLIAMSON,TX,48491
35537,TEXAS,WILSON,TX,48493
35544,TEXAS,WINKLER,TX,48495
35546,TEXAS,WISE,TX,48497
35561,TEXAS,WOOD,TX,48499
35568,TEXAS,YOAKUM,TX,48501
35570,TEXAS,YOUNG,TX,48503
35576,TEXAS,ZAPATA,TX,48505
35582,TEXAS,ZAVALA,TX,48507
35603,UTAH,BEAVER,UT,49001
35607,UTAH,BOX ELDER,UT,49003
35629,UTAH,CACHE,UT,49005
35649,UTAH,CARBON,UT,49007
35661,UTAH,DAGGETT,UT,49009
35663,UTAH,DAVIS,UT,49011
35680,UTAH,DUCHESNE,UT,49013
35693,UTAH,EMERY,UT,49015
35703,UTAH,GARFIELD,UT,49017
35713,UTAH,GRAND,UT,49019
35720,UTAH,IRON,UT,49021
35728,UTAH,JUAB,UT,49023
35734,UTAH,KANE,UT,49025
35740,UTAH,MILLARD,UT,49027
35753,UTAH,MORGAN,UT,49029
35756,UTAH,PIUTE,UT,49031
35761,UTAH,RICH,UT,49033
35766,UTAH,SALT LAKE,UT,49035
35792,UTAH,SAN JUAN,UT,49037
35802,UTAH,SANPETE,UT,49039
35817,UTAH,SEVIER,UT,49041
35832,UTAH,SUMMIT,UT,49043
35841,UTAH,TOOELE,UT,49045
35858,UTAH,UINTAH,UT,49047
35869,UTAH,UTAH,UT,49049
35890,UTAH,WASATCH,UT,49051
35895,UTAH,WASHINGTON,UT,49053
35915,UTAH,WAYNE,UT,49055
35922,UTAH,WEBER,UT,49057
35948,VERMONT,ADDISON,VT,50001
35974,VERMONT,BENNINGTON,VT,50003
36000,VERMONT,CALEDONIA,VT,50005
36026,VERMONT,CHITTENDEN,VT,50007
36047,VERMONT,ESSEX,VT,50009
36058,VERMONT,FRANKLIN,VT,50011
36080,VERMONT,GRAND ISLE,VT,50013
36086,VERMONT,LAMOILLE,VT,50015
36099,VERMONT,ORANGE,VT,50017
36129,VERMONT,ORLEANS,VT,50019
36152,VERMONT,RUTLAND,VT,50021
36189,VERMONT,WASHINGTON,VT,50023
36218,VERMONT,WINDHAM,VT,50025
36252,VERMONT,WINDSOR,VT,50027
36296,VIRGINIA,ACCOMACK,VA,51001
36338,VIRGINIA,ALBEMARLE,VA,51003
36354,VIRGINIA,ALLEGHANY,VA,51005
36359,VIRGINIA,AMELIA,VA,51007
36362,VIRGINIA,AMHERST,VA,51009
36370,VIRGINIA,APPOMATTOX,VA,51011
36375,VIRGINIA,ARLINGTON,VA,51013
36379,VIRGINIA,AUGUSTA,VA,51015
36401,VIRGINIA,BATH,VA,51017
36408,VIRGINIA,BEDFORD,VA,51019
36409,VIRGINIA,BEDFORD,VA,51515
36432,VIRGINIA,BLAND,VA,51021
36437,VIRGINIA,BOTETOURT,VA,51023
36447,VIRGINIA,BRUNSWICK,VA,51025
36461,VIRGINIA,BUCHANAN,VA,51027
36480,VIRGINIA,BUCKINGHAM,VA,51029
36485,VIRGINIA,CAMPBELL,VA,51031
36495,VIRGINIA,CAROLINE,VA,51033
36508,VIRGINIA,CARROLL,VA,51035
36516,VIRGINIA,CHARLES CITY,VA,51036
36518,VIRGINIA,CHARLOTTE,VA,51037
36530,VIRGINIA,CHESTERFIELD,VA,51041
36538,VIRGINIA,CLARKE,VA,51043
36542,VIRGINIA,CRAIG,VA,51045
36544,VIRGINIA,CULPEPER,VA,51047
36557,VIRGINIA,CUMBERLAND,VA,51049
36560,VIRGINIA,DICKENSON,VA,51051
36569,VIRGINIA,DINWIDDIE,VA,51053
36577,VIRGINIA,ESSEX,VA,51057
36589,VIRGINIA,FAIRFAX,VA,51059
36590,VIRGINIA,FAIRFAX,VA,51600
36659,VIRGINIA,FAUQUIER,VA,51061
36683,VIRGINIA,FLOYD,VA,51063
36689,VIRGINIA,FLUVANNA,VA,51065
36699,VIRGINIA,FRANKLIN,VA,51067
36700,VIRGINIA,FRANKLIN,VA,51620
36721,VIRGINIA,FREDERICK,VA,51069
36731,VIRGINIA,GILES,VA,51071
36742,VIRGINIA,GLOUCESTER,VA,51073
36762,VIRGINIA,GOOCHLAND,VA,51075
36772,VIRGINIA,GRAYSON,VA,51077
36780,VIRGINIA,GREENE,VA,51079
36784,VIRGINIA,GREENSVILLE,VA,51081
36786,VIRGINIA,HALIFAX,VA,51083
36800,VIRGINIA,HANOVER,VA,51085
36810,VIRGINIA,HENRICO,VA,51087
36820,VIRGINIA,HENRY,VA,51089
36828,VIRGINIA,HIGHLAND,VA,51091
36835,VIRGINIA,ISLE OF WIGHT,VA,51093
36844,VIRGINIA,JAMES CITY,VA,51095
36849,VIRGINIA,KING AND QUEEN,VA,51097
36864,VIRGINIA,KING GEORGE,VA,51099
36874,VIRGINIA,KING WILLIAM,VA,51101
36879,VIRGINIA,LANCASTER,VA,51103
36893,VIRGINIA,LEE,VA,51105
36903,VIRGINIA,LOUDOUN,VA,51107
36923,VIRGINIA,LOUISA,VA,51109
36929,VIRGINIA,LUNENBURG,VA,51111
36936,VIRGINIA,MADISON,VA,51113
36957,VIRGINIA,MATHEWS,VA,51115
36978,VIRGINIA,MECKLENBURG,VA,51117
36993,VIRGINIA,MIDDLESEX,VA,51119
37010,VIRGINIA,MONTGOMERY,VA,51121
37018,VIRGINIA,NELSON,VA,51125
37034,VIRGINIA,NEW KENT,VA,51127
37040,VIRGINIA,NORTHAMPTON,VA,51131
37058,VIRGINIA,NORTHUMBERLAND,VA,51133
37071,VIRGINIA,NOTTOWAY,VA,51135
37077,VIRGINIA,ORANGE,VA,51137
37088,VIRGINIA,PAGE,VA,51139
37092,VIRGINIA,PATRICK,VA,51141
37100,VIRGINIA,PITTSYLVANIA,VA,51143
37114,VIRGINIA,POWHATAN,VA,51145
37118,VIRGINIA,PRINCE EDWARD,VA,51147
37125,VIRGINIA,PRINCE GEORGE,VA,51149
37130,VIRGINIA,PRINCE WILLIAM,VA,51153
37145,VIRGINIA,PULASKI,VA,51155
37155,VIRGINIA,RAPPAHANNOCK,VA,51157
37164,VIRGINIA,RICHMOND,VA,51159
37170,VIRGINIA,ROANOKE,VA,51161
37171,VIRGINIA,ROANOKE (CITY),VA,51770
37182,VIRGINIA,ROCKBRIDGE,VA,51163
37192,VIRGINIA,ROCKINGHAM,VA,51165
37214,VIRGINIA,RUSSELL,VA,51167
37222,VIRGINIA,SCOTT,VA,51169
37230,VIRGINIA,SHENANDOAH,VA,51171
37247,VIRGINIA,SMYTH,VA,51173
37254,VIRGINIA,SOUTHAMPTON,VA,51175
37263,VIRGINIA,SPOTSYLVANIA,VA,51177
37267,VIRGINIA,STAFFORD,VA,51179
37273,VIRGINIA,SURRY,VA,51181
37278,VIRGINIA,SUSSEX,VA,51183
37284,VIRGINIA,TAZEWELL,VA,51185
37305,VIRGINIA,WARREN,VA,51187
37310,VIRGINIA,WASHINGTON,VA,51191
37318,VIRGINIA,WESTMORELAND,VA,51193
37331,VIRGINIA,WISE,VA,51195
37347,VIRGINIA,WYTHE,VA,51197
37357,VIRGINIA,YORK,VA,51199
37362,VIRGINIA,ALEXANDRIA,VA,51510
37366,VIRGINIA,BRISTOL,VA,51520
37367,VIRGINIA,BUENA VISTA,VA,51530
37368,VIRGINIA,CHARLOTTESVILLE,VA,51540
37369,VIRGINIA,CHESAPEAKE,VA,51550
37370,VIRGINIA,CLIFTON FORGE,VA,51560
37371,VIRGINIA,COLONIAL HEIGHTS,VA,51570
37372,VIRGINIA,COVINGTON,VA,51580
37373,VIRGINIA,DANVILLE,VA,51590
37374,VIRGINIA,EMPORIA,VA,51595
37377,VIRGINIA,FALLS CHURCH,VA,51610
37380,VIRGINIA,FREDERICKSBURG,VA,51630
37381,VIRGINIA,GALAX,VA,51640
37382,VIRGINIA,HAMPTON,VA,51650
37384,VIRGINIA,HARRISONBURG,VA,51660
37385,VIRGINIA,HOPEWELL,VA,51670
37386,VIRGINIA,LEXINGTON,VA,51678
37387,VIRGINIA,LYNCHBURG,VA,51680
37388,VIRGINIA,MANASSAS,VA,51683
37389,VIRGINIA,MANASSAS PARK,VA,51685
37390,VIRGINIA,MARTINSVILLE,VA,51690
37391,VIRGINIA,NEWPORT NEWS,VA,51700
37393,VIRGINIA,NORFOLK,VA,51710
37394,VIRGINIA,NORTON,VA,51720
37395,VIRGINIA,PETERSBURG,VA,51730
37396,VIRGINIA,POQUOSON,VA,51735
37397,VIRGINIA,PORTSMOUTH,VA,51740
37398,VIRGINIA,RADFORD,VA,51750
37399,VIRGINIA,RICHMOND CITY,VA,51760
37402,VIRGINIA,SALEM,VA,51775
37403,VIRGINIA,STAUNTON,VA,51790
37404,VIRGINIA,SUFFOLK,VA,51800
37405,VIRGINIA,VIRGINIA BEACH,VA,51810
37409,VIRGINIA,WAYNESBORO,VA,51820
37410,VIRGINIA,WILLIAMSBURG,VA,51830
37411,VIRGINIA,WINCHESTER,VA,51840
37433,WASHINGTON,ADAMS,WA,53001
37441,WASHINGTON,ASOTIN,WA,53003
37445,WASHINGTON,BENTON,WA,53005
37454,WASHINGTON,CHELAN,WA,53007
37470,WASHINGTON,CLALLAM,WA,53009
37482,WASHINGTON,CLARK,WA,53011
37495,WASHINGTON,COLUMBIA,WA,53013
37497,WASHINGTON,COWLITZ,WA,53015
37510,WASHINGTON,DOUGLAS,WA,53017
37520,WASHINGTON,FERRY,WA,53019
37530,WASHINGTON,FRANKLIN,WA,53021
37536,WASHINGTON,GARFIELD,WA,53023
37537,WASHINGTON,GRANT,WA,53025
37557,WASHINGTON,GRAYS HARBOR,WA,53027
37584,WASHINGTON,ISLAND,WA,53029
37593,WASHINGTON,JEFFERSON,WA,53031
37606,WASHINGTON,KING,WA,53033
37674,WASHINGTON,KITSAP,WA,53035
37706,WASHINGTON,KITTITAS,WA,53037
37717,WASHINGTON,KLICKITAT,WA,53039
37732,WASHINGTON,LEWIS,WA,53041
37754,WASHINGTON,LINCOLN,WA,53043
37766,WASHINGTON,MASON,WA,53045
37776,WASHINGTON,OKANOGAN,WA,53047
37798,WASHINGTON,PACIFIC,WA,53049
37816,WASHINGTON,PEND OREILLE,WA,53051
37823,WASHINGTON,PIERCE,WA,53053
37870,WASHINGTON,SAN JUAN,WA,53055
37880,WASHINGTON,SKAGIT,WA,53057
37896,WASHINGTON,SKAMANIA,WA,53059
