FIPS,County,Social Capital and Community Score
27165,"Watonwan, Minnesota",29.64812245112852
22043,"Grant, Louisiana",29.617193480807096
42121,"Venango, Pennsylvania",29.611482765956794
29123,"Madison, Missouri",29.60995900487117
13127,"Glynn, Georgia",29.601513764119147
45007,"Anderson, South Carolina",29.594691100046933
18001,"Adams, Indiana",29.580836939635542
22079,"Rapides, Louisiana",29.567678878421166
13129,"Gordon, Georgia",29.542586731776677
6105,"Trinity, California",29.5370840156466
22037,"East Feliciana, Louisiana",29.533893700086285
13159,"Jasper, Georgia",29.531713793195003
17055,"Franklin, Illinois",29.52744615289391
45055,"Kershaw, South Carolina",29.521975384275763
41045,"Malheur, Oregon",29.512848999041978
19117,"Lucas, Iowa",29.505291417197103
30047,"Lake, Montana",29.50031076796058
36089,"St. Lawrence, New York",29.490571035143297
40005,"Atoka, Oklahoma",29.485753826213763
48369,"Parmer, Texas",29.48331859006118
48353,"Nolan, Texas",29.48058346780818
13185,"Lowndes, Georgia",29.474719612481227
21139,"Livingston, Kentucky",29.47230499291187
26039,"Crawford, Michigan",29.467257618654585
19179,"Wapello, Iowa",29.464376197537405
37169,"Stokes, North Carolina",29.431664322915164
39029,"Columbiana, Ohio",29.425620222579983
27029,"Clearwater, Minnesota",29.41798197643466
5009,"Boone, Arkansas",29.394585582980977
5015,"Carroll, Arkansas",29.392883561397248
12133,"Washington, Florida",29.33474106966833
17135,"Montgomery, Illinois",29.326346992249153
47081,"Hickman, Tennessee",29.298079467299903
28035,"Forrest, Mississippi",29.291438161462164
37057,"Davidson, North Carolina",29.28915939357246
48067,"Cass, Texas",29.289046725203605
12041,"Gilchrist, Florida",29.28609090284338
13149,"Heard, Georgia",29.269827583479323
12007,"Bradford, Florida",29.265489890556633
48399,"Runnels, Texas",29.23879288432355
21223,"Trimble, Kentucky",29.227481177324847
40063,"Hughes, Oklahoma",29.209964022395546
18155,"Switzerland, Indiana",29.204658273743505
51175,"Southampton, Virginia",29.19310714488079
16077,"Power, Idaho",29.187878725238303
29137,"Monroe, Missouri",29.15994702762542
27007,"Beltrami, Minnesota",29.15835247771106
42047,"Elk, Pennsylvania",29.14236830259614
17101,"Lawrence, Illinois",29.129968755979586
18135,"Randolph, Indiana",29.11967741526634
13079,"Crawford, Georgia",29.117606230073523
21205,"Rowan, Kentucky",29.114036205189777
29111,"Lewis, Missouri",29.111726544608874
18143,"Scott, Indiana",29.11088944208912
29205,"Shelby, Missouri",29.10850073369759
37073,"Gates, North Carolina",29.082988359255946
29125,"Maries, Missouri",29.077094175118525
17021,"Christian, Illinois",29.074311703946815
4001,"Apache, Arizona",29.06695839072234
5087,"Madison, Arkansas",29.0515889487734
45037,"Edgefield, South Carolina",29.048924296588147
40079,"Le Flore, Oklahoma",29.044747472810613
18093,"Lawrence, Indiana",29.04124311425369
16035,"Clearwater, Idaho",29.038550888501536
17145,"Perry, Illinois",29.016802291522946
4027,"Yuma, Arizona",29.016801782759337
16079,"Shoshone, Idaho",29.007969379602304
29079,"Grundy, Missouri",29.000499752216186
6049,"Modoc, California",28.982705871782848
35013,"DoÃÂ±a Ana, New Mexico",28.982083023178628
13281,"Towns, Georgia",28.969051408812824
48321,"Matagorda, Texas",28.96418842671381
48349,"Navarro, Texas",28.96022224815405
39081,"Jefferson, Ohio",28.92523944141608
51147,"Prince Edward, Virginia",28.854903454095492
39007,"Ashtabula, Ohio",28.847686589552403
26145,"Saginaw, Michigan",28.84465734392878
18153,"Sullivan, Indiana",28.829327476402174
29041,"Chariton, Missouri",28.826346508889355
37003,"Alexander, North Carolina",28.823931725154413
22113,"Vermilion, Louisiana",28.809426288123568
29023,"Butler, Missouri",28.80203138963949
8125,"Yuma, Colorado",28.801255011276304
1077,"Lauderdale, Alabama",28.791857295835154
4007,"Gila, Arizona",28.790417644768336
37139,"Pasquotank, North Carolina",28.78685007782662
37167,"Stanly, North Carolina",28.785775195085584
37105,"Lee, North Carolina",28.772568912297196
21221,"Trigg, Kentucky",28.7345603669725
6021,"Glenn, California",28.732693412291216
28045,"Hancock, Mississippi",28.724660562625054
48331,"Milam, Texas",28.704434305278276
18017,"Cass, Indiana",28.69781852186451
5059,"Hot Spring, Arkansas",28.68355353502482
39087,"Lawrence, Ohio",28.672183042812627
47107,"McMinn, Tennessee",28.669656663495747
37077,"Granville, North Carolina",28.65892395854554
49001,"Beaver, Utah",28.65588837455537
13119,"Franklin, Georgia",28.65196699181872
37087,"Haywood, North Carolina",28.619990596072526
29141,"Morgan, Missouri",28.616063441198875
22087,"St. Bernard, Louisiana",28.60794573863659
47051,"Franklin, Tennessee",28.607785051546227
27043,"Faribault, Minnesota",28.602619870895484
39131,"Pike, Ohio",28.578075302543265
30087,"Rosebud, Montana",28.577908795913228
40133,"Seminole, Oklahoma",28.569679946898002
1043,"Cullman, Alabama",28.558761726770182
42105,"Potter, Pennsylvania",28.557122776645055
26053,"Gogebic, Michigan",28.5483060825119
48383,"Reagan, Texas",28.528459265259798
39059,"Guernsey, Ohio",28.48303587655857
51163,"Rockbridge, Virginia",28.473078000548448
13115,"Floyd, Georgia",28.453767606237523
2198,"Prince of Wales-Hyder, Alaska",28.403486638972016
22057,"Lafourche, Louisiana",28.400816348349423
48001,"Anderson, Texas",28.396640995728905
19127,"Marshall, Iowa",28.394426255894366
51103,"Lancaster, Virginia",28.393020680421806
42051,"Fayette, Pennsylvania",28.391605224249144
29075,"Gentry, Missouri",28.360333993839387
26007,"Alpena, Michigan",28.329960989545018
54009,"Brooke, West Virginia",28.326339378934655
13225,"Peach, Georgia",28.317846904022026
29121,"Macon, Missouri",28.306537579898805
42057,"Fulton, Pennsylvania",28.285460635820712
21083,"Graves, Kentucky",28.279886323169023
48073,"Cherokee, Texas",28.26847475758669
42065,"Jefferson, Pennsylvania",28.253851430956235
27071,"Koochiching, Minnesota",28.25198025318324
40015,"Caddo, Oklahoma",28.250447742787916
29131,"Miller, Missouri",28.248428399685398
20011,"Bourbon, Kansas",28.223436180873286
31047,"Dawson, Nebraska",28.222363053920375
48083,"Coleman, Texas",28.18818611565792
19021,"Buena Vista, Iowa",28.18521925197209
1097,"Mobile, Alabama",28.173557795643088
17171,"Scott, Illinois",28.158898692044005
17051,"Fayette, Illinois",28.153622383588477
37115,"Madison, North Carolina",28.151376296226836
12121,"Suwannee, Florida",28.145124882680477
22073,"Ouachita, Louisiana",28.131534894320502
17061,"Greene, Illinois",28.124293331824436
31043,"Dakota, Nebraska",28.120748407645763
45073,"Oconee, South Carolina",28.118016509052136
13313,"Whitfield, Georgia",28.09808317565014
39145,"Scioto, Ohio",28.091310688891475
47177,"Warren, Tennessee",28.08739792631556
17193,"White, Illinois",28.085718985077
40095,"Marshall, Oklahoma",28.08511479648895
39111,"Monroe, Ohio",28.079934316227433
42067,"Juniata, Pennsylvania",28.063671247982025
22003,"Allen, Louisiana",28.05250114493067
29007,"Audrain, Missouri",28.029070015061663
17065,"Hamilton, Illinois",28.02554339572157
5141,"Van Buren, Arkansas",28.017832081447303
29151,"Osage, Missouri",28.000452423843992
5029,"Conway, Arkansas",28.000020410560854
47121,"Meigs, Tennessee",27.99880762052782
37151,"Randolph, North Carolina",27.997780718792818
1069,"Houston, Alabama",27.982573201853377
48277,"Lamar, Texas",27.947385148291243
1095,"Marshall, Alabama",27.896879049123697
47023,"Chester, Tennessee",27.896550024762167
24039,"Somerset, Maryland",27.89245054776064
21047,"Christian, Kentucky",27.88000756588432
18079,"Jennings, Indiana",27.869912118902946
29157,"Perry, Missouri",27.866317882523685
47161,"Stewart, Tennessee",27.860010573221945
37023,"Burke, North Carolina",27.797738966833563
37043,"Clay, North Carolina",27.794741370609664
42123,"Warren, Pennsylvania",27.78934637546751
42061,"Huntingdon, Pennsylvania",27.785271390986537
37191,"Wayne, North Carolina",27.765491746713057
1029,"Cleburne, Alabama",27.764718961384887
30023,"Deer Lodge, Montana",27.758321913222417
48307,"McCulloch, Texas",27.75152738021588
18041,"Fayette, Indiana",27.743779324755653
29201,"Scott, Missouri",27.730889840369795
1125,"Tuscaloosa, Alabama",27.728773662928468
26069,"Iosco, Michigan",27.715872220882048
21017,"Bourbon, Kentucky",27.708940289583605
35059,"Union, New Mexico",27.702435671390802
40115,"Ottawa, Oklahoma",27.700841992704735
51057,"Essex, Virginia",27.652145377241826
47139,"Polk, Tennessee",27.649404365980224
29093,"Iron, Missouri",27.610515406097193
20001,"Allen, Kansas",27.607401722886614
48479,"Webb, Texas",27.60337067712394
29163,"Pike, Missouri",27.593549475143632
21107,"Hopkins, Kentucky",27.58870817989345
47103,"Lincoln, Tennessee",27.58677304196611
50019,"Orleans, Vermont",27.578903055133246
40107,"Okfuskee, Oklahoma",27.562710949846913
18075,"Jay, Indiana",27.55563671537191
29017,"Bollinger, Missouri",27.553202107742486
35005,"Chaves, New Mexico",27.544744892386692
48371,"Pecos, Texas",27.537989882424696
35031,"McKinley, New Mexico",27.49078769789023
48465,"Val Verde, Texas",27.4854367165547
13241,"Rabun, Georgia",27.468018144856682
42087,"Mifflin, Pennsylvania",27.460208243653007
47169,"Trousdale, Tennessee",27.451659106923476
18053,"Grant, Indiana",27.44115935898143
22001,"Acadia, Louisiana",27.41431940148164
12125,"Union, Florida",27.374174976158045
30053,"Lincoln, Montana",27.369199414438413
23021,"Piscataquis, Maine",27.368729033322452
28105,"Oktibbeha, Mississippi",27.36790202598861
18175,"Washington, Indiana",27.348754038637324
29207,"Stoddard, Missouri",27.34506615587925
28059,"Jackson, Mississippi",27.330390619249183
21199,"Pulaski, Kentucky",27.31019142325437
17181,"Union, Illinois",27.29067914699586
1015,"Calhoun, Alabama",27.288154476469778
22017,"Caddo, Louisiana",27.27668079057624
48429,"Stephens, Texas",27.265502715052552
5019,"Clark, Arkansas",27.254189440890986
12023,"Columbia, Florida",27.220139981710183
47109,"McNairy, Tennessee",27.206975626640883
48153,"Floyd, Texas",27.18759891236931
5139,"Union, Arkansas",27.157467291566302
5063,"Independence, Arkansas",27.14593775480384
42009,"Bedford, Pennsylvania",27.112960863575104
48215,"Hidalgo, Texas",27.111022166115056
40139,"Texas, Oklahoma",27.097332511634658
40061,"Haskell, Oklahoma",27.090882397527672
1033,"Colbert, Alabama",27.089224119174716
54091,"Taylor, West Virginia",27.081951942745825
1055,"Etowah, Alabama",27.067505611836296
22007,"Assumption, Louisiana",27.06423054071383
19007,"Appanoose, Iowa",27.052438473644557
29105,"Laclede, Missouri",27.01546543240828
22099,"St. Martin, Louisiana",27.011425932220874
21141,"Logan, Kentucky",27.01007608950569
21009,"Barren, Kentucky",27.00417385938892
48481,"Wharton, Texas",26.999906146215714
28137,"Tate, Mississippi",26.992522713485982
18117,"Orange, Indiana",26.989349235377762
18027,"Daviess, Indiana",26.98321745379191
47113,"Madison, Tennessee",26.93855734221883
47003,"Bedford, Tennessee",26.932480413193844
24019,"Dorchester, Maryland",26.924704973349726
29091,"Howell, Missouri",26.912165866842138
28109,"Pearl River, Mississippi",26.897044662482745
39031,"Coshocton, Ohio",26.89497256268169
47053,"Gibson, Tennessee",26.87230046925456
17121,"Marion, Illinois",26.868095926545994
51185,"Tazewell, Virginia",26.856292308575014
1079,"Lawrence, Alabama",26.841084825770757
21177,"Muhlenberg, Kentucky",26.816391212904684
48445,"Terry, Texas",26.79944553012112
37143,"Perquimans, North Carolina",26.784743957119506
1113,"Russell, Alabama",26.752266871712322
13255,"Spalding, Georgia",26.74955910167573
54083,"Randolph, West Virginia",26.729133799201133
13245,"Richmond, Georgia",26.72570117195337
29055,"Crawford, Missouri",26.71831885201893
47073,"Hawkins, Tennessee",26.697053996163124
39001,"Adams, Ohio",26.68041240578572
5047,"Franklin, Arkansas",26.67523874195065
4009,"Graham, Arizona",26.645476304247097
48389,"Reeves, Texas",26.6413999780252
37197,"Yadkin, North Carolina",26.638405082638133
29229,"Wright, Missouri",26.616178551139086
5081,"Little River, Arkansas",26.607490935455758
53001,"Adams, Washington",26.596687576464735
12075,"Levy, Florida",26.59263856238893
13213,"Murray, Georgia",26.579861300516107
54051,"Marshall, West Virginia",26.56708632012065
47041,"DeKalb, Tennessee",26.564207157865184
21023,"Bracken, Kentucky",26.563281023123235
47063,"Hamblen, Tennessee",26.542977924111355
21173,"Montgomery, Kentucky",26.52259096186703
5149,"Yell, Arkansas",26.517679149193135
5027,"Columbia, Arkansas",26.514883027124554
6015,"Del Norte, California",26.504392101567575
48343,"Morris, Texas",26.45680323379552
5083,"Logan, Arkansas",26.414787769096883
5135,"Sharp, Arkansas",26.40883031516451
37027,"Caldwell, North Carolina",26.408283081611106
48025,"Bee, Texas",26.407437531956866
8089,"Otero, Colorado",26.405106155792645
17191,"Wayne, Illinois",26.37407181920563
41031,"Jefferson, Oregon",26.360436214195555
28131,"Stone, Mississippi",26.357159688952763
21149,"McLean, Kentucky",26.356198209448923
13173,"Lanier, Georgia",26.33949745801048
13229,"Pierce, Georgia",26.323104572261986
29215,"Texas, Missouri",26.318581410523123
29039,"Cedar, Missouri",26.289744788724583
17025,"Clay, Illinois",26.285439643789353
22095,"St. John the Baptist, Louisiana",26.276722294140637
12059,"Holmes, Florida",26.271589312578154
22061,"Lincoln, Louisiana",26.26619324133565
47077,"Henderson, Tennessee",26.265080501497355
17183,"Vermilion, Illinois",26.196996008725225
17165,"Saline, Illinois",26.150051126429798
21187,"Owen, Kentucky",26.128084075463047
27105,"Nobles, Minnesota",26.11241315232941
42033,"Clearfield, Pennsylvania",26.103446687204247
30041,"Hill, Montana",26.099821639537822
5075,"Lawrence, Arkansas",26.099754611133964
51197,"Wythe, Virginia",26.097409461076243
13023,"Bleckley, Georgia",26.088870856986528
48063,"Camp, Texas",26.06732487631796
36033,"Franklin, New York",26.065101468310893
39105,"Meigs, Ohio",26.046385480834893
22045,"Iberia, Louisiana",26.006151794538674
54029,"Hancock, West Virginia",25.978137964666047
13049,"Charlton, Georgia",25.977882783561856
4017,"Navajo, Arizona",25.95868559458007
48069,"Castro, Texas",25.95711545415287
54081,"Raleigh, West Virginia",25.935945165916863
13021,"Bibb, Georgia",25.920703257057948
21101,"Henderson, Kentucky",25.905287830993174
21097,"Harrison, Kentucky",25.89506304431783
51169,"Scott, Virginia",25.87906651719515
35007,"Colfax, New Mexico",25.866579373987648
47045,"Dyer, Tennessee",25.86500227174582
8021,"Conejos, Colorado",25.85589106445316
5071,"Johnson, Arkansas",25.854065216388257
35051,"Sierra, New Mexico",25.851795467353796
55113,"Sawyer, Wisconsin",25.845692940466204
29065,"Dent, Missouri",25.80139660374013
47035,"Cumberland, Tennessee",25.79684123596072
48437,"Swisher, Texas",25.79278689840421
13123,"Gilmer, Georgia",25.723337529799377
37127,"Nash, North Carolina",25.712894556265464
21031,"Butler, Kentucky",25.703488480393517
21027,"Breckinridge, Kentucky",25.68170554866948
1101,"Montgomery, Alabama",25.679157044020997
48177,"Gonzales, Texas",25.678971847908972
13257,"Stephens, Georgia",25.66126470306217
21219,"Todd, Kentucky",25.64179371520347
1067,"Henry, Alabama",25.627652469798623
12055,"Highlands, Florida",25.600056599791053
21161,"Mason, Kentucky",25.588666789279547
18101,"Martin, Indiana",25.58722335831564
40023,"Choctaw, Oklahoma",25.559341480778524
54073,"Pleasants, West Virginia",25.539945400088282
47017,"Carroll, Tennessee",25.534129781833737
37039,"Cherokee, North Carolina",25.517693256811253
23003,"Aroostook, Maine",25.508150978147214
22093,"St. James, Louisiana",25.46098523850716
51139,"Page, Virginia",25.458985687754975
28049,"Hinds, Mississippi",25.422357700560717
22047,"Iberville, Louisiana",25.393195685048536
47055,"Giles, Tennessee",25.355984400745402
21229,"Washington, Kentucky",25.348898481739173
21233,"Webster, Kentucky",25.326772719558587
48279,"Lamb, Texas",25.31063884554394
29081,"Harrison, Missouri",25.303957135088623
13267,"Tattnall, Georgia",25.30338629004693
48061,"Cameron, Texas",25.28514024675723
48225,"Houston, Texas",25.266834968290386
17169,"Schuyler, Illinois",25.266118479046373
28081,"Lee, Mississippi",25.261369656787092
51077,"Grayson, Virginia",25.255387701260585
12065,"Jefferson, Florida",25.244643953090023
6011,"Colusa, California",25.238503556975793
47143,"Rhea, Tennessee",25.23461154841995
29221,"Washington, Missouri",25.22789445841987
54093,"Tucker, West Virginia",25.225733283696783
55041,"Forest, Wisconsin",25.214081554590056
17045,"Edgar, Illinois",25.19484703016004
54077,"Preston, West Virginia",25.17497123390033
42083,"McKean, Pennsylvania",25.15130781737321
21033,"Caldwell, Kentucky",25.097545060736266
5049,"Fulton, Arkansas",25.080316270583676
5091,"Miller, Arkansas",25.079222640178884
12067,"Lafayette, Florida",25.07161580473805
48487,"Wilbarger, Texas",25.063654743802044
37137,"Pamlico, North Carolina",25.054465050997997
8099,"Prowers, Colorado",25.052359190645486
47071,"Hardin, Tennessee",25.045870188163576
12045,"Gulf, Florida",25.02505051218677
47159,"Smith, Tennessee",25.014072164125867
45071,"Newberry, South Carolina",25.0134398506177
54035,"Jackson, West Virginia",24.9627683016356
48293,"Limestone, Texas",24.926017441771677
20057,"Ford, Kansas",24.90945429263155
21055,"Crittenden, Kentucky",24.86981719715235
13043,"Candler, Georgia",24.859513706190345
48249,"Jim Wells, Texas",24.847544059412254
47079,"Henry, Tennessee",24.810622231405148
20175,"Seward, Kansas",24.804668954466315
28039,"George, Mississippi",24.78952606370797
22059,"La Salle, Louisiana",24.78295232623538
13233,"Polk, Georgia",24.766210184022018
37011,"Avery, North Carolina",24.7493173876823
35017,"Grant, New Mexico",24.74395420200017
48357,"Ochiltree, Texas",24.741635987370074
28057,"Itawamba, Mississippi",24.737554299698918
47087,"Jackson, Tennessee",24.723716079986964
1021,"Chilton, Alabama",24.714109948428558
48411,"San Saba, Texas",24.70712148259212
19047,"Crawford, Iowa",24.64289129070275
37045,"Cleveland, North Carolina",24.63048472312096
47059,"Greene, Tennessee",24.59998098118847
48387,"Red River, Texas",24.599964190224657
5065,"Izard, Arkansas",24.59026693430804
29045,"Clark, Missouri",24.58634341031066
13019,"Berrien, Georgia",24.57903329490411
37195,"Wilson, North Carolina",24.540669065896246
21137,"Lincoln, Kentucky",24.53665101982782
21061,"Edmonson, Kentucky",24.46378706192947
19161,"Sac, Iowa",24.4534392621484
13285,"Troup, Georgia",24.422057831957105
48189,"Hale, Texas",24.41407350096031
47033,"Crockett, Tennessee",24.410088164145627
47039,"Decatur, Tennessee",24.3897751035313
47131,"Obion, Tennessee",24.369234975273425
22031,"De Soto, Louisiana",24.295034490519214
26095,"Luce, Michigan",24.268404656096294
47129,"Morgan, Tennessee",24.247958123587292
18025,"Crawford, Indiana",24.222360382541638
51037,"Charlotte, Virginia",24.18547507798103
39115,"Morgan, Ohio",24.183148956158526
16009,"Benewah, Idaho",24.166744334715062
37171,"Surry, North Carolina",24.07787817476888
39079,"Jackson, Ohio",24.065288340487342
51195,"Wise, Virginia",24.06281544853924
48115,"Dawson, Texas",24.039116676220683
5113,"Polk, Arkansas",24.020078814317202
47019,"Carter, Tennessee",23.93371479049341
21217,"Taylor, Kentucky",23.927755131252024
13305,"Wayne, Georgia",23.920462053562787
12063,"Jackson, Florida",23.904470622636033
5097,"Montgomery, Arkansas",23.898174897054172
22111,"Union, Louisiana",23.81939666805753
21125,"Laurel, Kentucky",23.81795392497868
12049,"Hardee, Florida",23.79201959579344
35006,"Cibola, New Mexico",23.779583652690835
13181,"Lincoln, Georgia",23.76957345466139
21099,"Hart, Kentucky",23.746323499833863
45057,"Lancaster, South Carolina",23.704829394369124
29195,"Saline, Missouri",23.673197547024696
5043,"Drew, Arkansas",23.646129960193807
22097,"St. Landry, Louisiana",23.638554819158625
48419,"Shelby, Texas",23.597729559165444
1127,"Walker, Alabama",23.57900960085059
21011,"Bath, Kentucky",23.553114840388652
1061,"Geneva, Alabama",23.548101802502075
21085,"Grayson, Kentucky",23.528447208741824
47171,"Unicoi, Tennessee",23.517613774007994
54027,"Hampshire, West Virginia",23.46055194735841
28129,"Smith, Mississippi",23.43959451153131
21115,"Johnson, Kentucky",23.433500011935486
39163,"Vinton, Ohio",23.33116489036172
37033,"Caswell, North Carolina",23.330396932848245
47123,"Monroe, Tennessee",23.312904550885623
37161,"Rutherford, North Carolina",23.307499872260415
37013,"Beaufort, North Carolina",23.305947404702636
47185,"White, Tennessee",23.285578629078913
37193,"Wilkes, North Carolina",23.26326955449661
51141,"Patrick, Virginia",23.260603878906213
54057,"Mineral, West Virginia",23.247259353221413
47099,"Lawrence, Tennessee",23.24325643597501
45041,"Florence, South Carolina",23.2307510801974
21003,"Allen, Kentucky",23.230387180152213
21183,"Ohio, Kentucky",23.197844605838185
46023,"Charles Mix, South Dakota",23.11686100337729
22077,"Pointe Coupee, Louisiana",23.116291652025485
48017,"Bailey, Texas",23.08534383667701
51005,"Alleghany, Virginia",23.035105700842966
48117,"Deaf Smith, Texas",23.013527451044176
1027,"Clay, Alabama",23.006070650186086
47085,"Humphreys, Tennessee",22.966349380849707
51029,"Buckingham, Virginia",22.94407172785924
5137,"Stone, Arkansas",22.924394609571582
54053,"Mason, West Virginia",22.909610104489346
13131,"Grady, Georgia",22.9027022604193
13275,"Thomas, Georgia",22.888447639774334
48323,"Maverick, Texas",22.87724781939614
22123,"West Carroll, Louisiana",22.83991194122977
37145,"Person, North Carolina",22.836433976297275
37113,"Macon, North Carolina",22.816705132469593
5121,"Randolph, Arkansas",22.79925823917146
22101,"St. Mary, Louisiana",22.759726240209062
13235,"Pulaski, Georgia",22.756488350045494
1049,"DeKalb, Alabama",22.74892640989591
45085,"Sumter, South Carolina",22.738552486060797
21087,"Green, Kentucky",22.733529117270283
21235,"Whitley, Kentucky",22.652329137917437
54099,"Wayne, West Virginia",22.575203202249124
47135,"Perry, Tennessee",22.573591718980676
13197,"Marion, Georgia",22.555336374244543
22021,"Caldwell, Louisiana",22.521127309827957
28093,"Marshall, Mississippi",22.508681804963597
28115,"Pontotoc, Mississippi",22.48774004615579
47101,"Lewis, Tennessee",22.375526339642274
54019,"Fayette, West Virginia",22.364185353246093
21041,"Carroll, Kentucky",22.359980736321397
46109,"Roberts, South Dakota",22.345899756051907
5103,"Ouachita, Arkansas",22.326336222614277
5037,"Cross, Arkansas",22.283523734087353
13025,"Brantley, Georgia",22.27521568567473
12047,"Hamilton, Florida",22.268946112667685
48145,"Falls, Texas",22.240485877365256
1019,"Cherokee, Alabama",22.225351858304933
13277,"Tift, Georgia",22.223083407082324
37157,"Rockingham, North Carolina",22.137730494198966
54095,"Tyler, West Virginia",22.097679127598294
54025,"Greenbrier, West Virginia",22.073314134933025
54055,"Mercer, West Virginia",22.065339956735404
5117,"Prairie, Arkansas",22.040822687324578
42023,"Cameron, Pennsylvania",22.01207122222981
2070,"Dillingham, Alaska",22.009775975193183
51173,"Smyth, Virginia",22.009581674115335
28041,"Greene, Mississippi",22.009448816262868
5021,"Clay, Arkansas",21.983327502065652
4012,"La Paz, Arizona",21.923517260702045
28111,"Perry, Mississippi",21.905457836139387
37061,"Duplin, North Carolina",21.893300401904188
22009,"Avoyelles, Louisiana",21.892406992621353
5109,"Pike, Arkansas",21.880331645616742
40089,"McCurtain, Oklahoma",21.86154853441224
54097,"Upshur, West Virginia",21.816570351345685
37079,"Greene, North Carolina",21.809625467581537
51135,"Nottoway, Virginia",21.790585332573762
13147,"Hart, Georgia",21.781075652276236
21069,"Fleming, Kentucky",21.74080062751682
51035,"Carroll, Virginia",21.71973456773039
47083,"Houston, Tennessee",21.71375788033422
1041,"Crenshaw, Alabama",21.67529672675087
47173,"Union, Tennessee",21.663358186705427
13109,"Evans, Georgia",21.64765506761304
28067,"Jones, Mississippi",21.619143630118582
54085,"Ritchie, West Virginia",21.61762934625479
29149,"Oregon, Missouri",21.615419825081027
5111,"Poinsett, Arkansas",21.612626012944304
28127,"Simpson, Mississippi",21.60313377408173
28145,"Union, Mississippi",21.588549369788133
54041,"Lewis, West Virginia",21.56573014155043
37111,"McDowell, North Carolina",21.560745478213324
1039,"Covington, Alabama",21.53502088039391
12093,"Okeechobee, Florida",21.518740173829833
51143,"Pittsylvania, Virginia",21.518651823720685
47007,"Bledsoe, Tennessee",21.517795678631032
5129,"Searcy, Arkansas",21.505167727676675
54001,"Barbour, West Virginia",21.469959070016344
47005,"Benton, Tennessee",21.451081379436893
17017,"Cass, Illinois",21.447396778800833
47111,"Macon, Tennessee",21.44030891681627
1071,"Jackson, Alabama",21.40051455834262
28087,"Lowndes, Mississippi",21.341174446949225
21171,"Monroe, Kentucky",21.33896570837472
47057,"Grainger, Tennessee",21.333402653333458
47153,"Sequatchie, Tennessee",21.295443241962285
13251,"Screven, Georgia",21.28489191316768
4023,"Santa Cruz, Arizona",21.256536895229505
1093,"Marion, Alabama",21.25389206015526
1109,"Pike, Alabama",21.234338668800255
54087,"Roane, West Virginia",21.20931910096288
51167,"Russell, Virginia",21.191255215095982
5079,"Lincoln, Arkansas",21.15156366939883
29181,"Ripley, Missouri",21.124082178652134
47115,"Marion, Tennessee",21.091934593994676
31037,"Colfax, Nebraska",21.081568886104865
12107,"Putnam, Florida",21.05554054598301
1007,"Bibb, Alabama",21.027646773126612
54063,"Monroe, West Virginia",20.972622340720886
5061,"Howard, Arkansas",20.968093669543457
37163,"Sampson, North Carolina",20.951952345858054
21225,"Union, Kentucky",20.91753328250137
28077,"Lawrence, Mississippi",20.90178008349956
1129,"Washington, Alabama",20.899671769777527
47133,"Overton, Tennessee",20.834573413181133
48283,"La Salle, Texas",20.83074845837895
48449,"Titus, Texas",20.801900812489574
1057,"Fayette, Alabama",20.78748060573363
13237,"Putnam, Georgia",20.770938085891345
48163,"Frio, Texas",20.71008013017357
23029,"Washington, Maine",20.699890518073477
5003,"Ashley, Arkansas",20.675828582669407
26013,"Baraga, Michigan",20.665735053824395
22083,"Richland, Louisiana",20.524855731399125
22117,"Washington, Louisiana",20.473368420444025
48463,"Uvalde, Texas",20.448508254784464
5133,"Sevier, Arkansas",20.43827079978259
35047,"San Miguel, New Mexico",20.42445619801367
21155,"Marion, Kentucky",20.422802241115637
51117,"Mecklenburg, Virginia",20.42262251224612
13075,"Cook, Georgia",20.359254810173198
45001,"Abbeville, South Carolina",20.336167866464898
35037,"Quay, New Mexico",20.322612564172417
13279,"Toombs, Georgia",20.311358836179956
29143,"New Madrid, Missouri",20.255500362345124
35039,"Rio Arriba, New Mexico",20.252641063215798
54089,"Summers, West Virginia",20.244660840710438
45047,"Greenwood, South Carolina",20.232026491059703
37107,"Lenoir, North Carolina",20.195545707781527
54031,"Hardy, West Virginia",20.140949076423066
12051,"Hendry, Florida",20.130071040047255
22127,"Winn, Louisiana",20.062317905565145
12077,"Liberty, Florida",20.060349035910818
29069,"Dunklin, Missouri",20.054131757898986
21193,"Perry, Kentucky",20.049407556046443
13319,"Wilkinson, Georgia",19.98005824195018
5035,"Crittenden, Arkansas",19.935446548580334
13299,"Ware, Georgia",19.926401151815064
47181,"Wayne, Tennessee",19.913803155610534
28031,"Covington, Mississippi",19.910534070509243
29223,"Wayne, Missouri",19.908003759690622
45053,"Jasper, South Carolina",19.90207392576536
37121,"Mitchell, North Carolina",19.863854237524922
45059,"Laurens, South Carolina",19.852554831412675
22119,"Webster, Louisiana",19.83168297610744
22069,"Natchitoches, Louisiana",19.817435427294992
47013,"Campbell, Tennessee",19.816490139462875
12013,"Calhoun, Florida",19.816045024660497
13027,"Brooks, Georgia",19.805579736841853
13199,"Meriwether, Georgia",19.80032565560225
28095,"Monroe, Mississippi",19.759180218188817
13001,"Appling, Georgia",19.735022210754796
13155,"Irwin, Georgia",19.72110914060617
51111,"Lunenburg, Virginia",19.717622877332783
13009,"Baldwin, Georgia",19.715576481811812
45043,"Georgetown, South Carolina",19.683839636709134
28003,"Alcorn, Mississippi",19.583161541014427
5069,"Jefferson, Arkansas",19.56311496512957
